Experiment id: ba25de1f-6150-42f3-924c-d9a80ccacb15
Performance Test Version: 2113db4
Logfile name: 21a5997d-59a1-43af-b9a3-949126bbaa41.csv
Communication mean: RCLCPP_SINGLE_THREADED_EXECUTOR
RMW Implementation: rmw_cyclonedds_cpp
DDS domain id: 0
QOS: Reliability: RELIABLE Durability: VOLATILE History kind: KEEP_LAST History depth: 100 Sync. pub/sub: 0
Publishing rate: 500
Topic name: Struct32k
Msg name: Struct32k
Maximum runtime (sec): 30
Number of publishers: 1
Number of subscribers: 1
Memory check enabled: 0
Use single participant: 0
With security: 0
Zero copy transfer: 0
Roundtrip Mode: NONE
Ignore seconds from beginning: 5

---EXPERIMENT-START---
T_experiment,	T_loop,	received,	sent,	lost,	relative_loss,	data_received,	latency_min (ms),	latency_max (ms),	latency_mean (ms),	latency_variance (ms),	pub_loop_res_min (ms),	pub_loop_res_max (ms),	pub_loop_res_mean (ms),	pub_loop_res_variance (ms),	sub_loop_res_min (ms),	sub_loop_res_max (ms),	sub_loop_res_mean (ms),	sub_loop_res_variance (ms),	ru_utime,	ru_stime,	ru_maxrss,	ru_ixrss,	ru_idrss,	ru_isrss,	ru_minflt,	ru_majflt,	ru_nswap,	ru_inblock,	ru_oublock,	ru_msgsnd,	ru_msgrcv,	ru_nsignals,	ru_nvcsw,	ru_nivcsw,	cpu_usage (%)
6.000591,		1.000100,		499,		499,		0,		0.00,		33860581,		0.2083,		0.2178,		0.211,		1.136e-09,		1.927,		1.934,		1.932,		2.701e-09,		0,		0,		0,		0,		0.7407,		0,		62436,		0,		0,		0,		11832,		0,		0,		8,		8,		0,		0,		0,		6198,		7,		-0.01223
7.000755,		1.000098,		499,		499,		0,		0.00,		33858447,		0.2084,		0.216,		0.2109,		9.974e-10,		1.928,		1.934,		1.932,		2.354e-09,		0,		0,		0,		0,		0.851,		0,		62436,		0,		0,		0,		11833,		0,		0,		8,		8,		0,		0,		0,		7199,		7,		0.9165
8.000885,		1.000092,		499,		499,		0,		0.00,		33859610,		0.2087,		0.2175,		0.2108,		1.027e-09,		1.928,		1.934,		1.932,		2.537e-09,		0,		0,		0,		0,		0.9612,		0,		62436,		0,		0,		0,		11833,		0,		0,		8,		8,		0,		0,		0,		8201,		7,		0.9165
9.001019,		1.000098,		499,		500,		0,		0.00,		33859431,		0.2086,		0.2184,		0.2109,		1.148e-09,		1.927,		1.934,		1.932,		2.469e-09,		0,		0,		0,		0,		1.072,		0,		62436,		0,		0,		0,		11833,		0,		0,		8,		8,		0,		0,		0,		9206,		7,		0.9165
10.001148,		1.000092,		500,		499,		0,		0.00,		33927371,		0.1572,		0.2145,		0.1874,		6.226e-07,		1.927,		1.938,		1.934,		6.256e-09,		0,		0,		0,		0,		1.17,		0,		62436,		0,		0,		0,		11833,		0,		0,		8,		8,		0,		0,		0,		10208,		7,		0.7499
11.001252,		1.000076,		499,		499,		0,		0.00,		33860489,		0.1546,		0.2088,		0.1593,		1.429e-08,		1.905,		1.938,		1.935,		2.051e-08,		0,		0,		0,		0,		1.253,		0,		62436,		0,		0,		0,		11833,		0,		0,		8,		8,		0,		0,		0,		11209,		7,		0.7499
12.001361,		1.000070,		499,		499,		0,		0.00,		33860291,		0.206,		0.2152,		0.2081,		8.411e-10,		1.928,		1.934,		1.932,		2.329e-09,		0,		0,		0,		0,		1.362,		0,		62436,		0,		0,		0,		11833,		0,		0,		8,		8,		0,		0,		0,		12210,		7,		0.9166
13.001467,		1.000076,		499,		499,		0,		0.00,		33860430,		0.2059,		0.2146,		0.2081,		7.501e-10,		1.924,		1.94,		1.932,		2.603e-09,		0,		0,		0,		0,		1.471,		0,		62436,		0,		0,		0,		11833,		0,		0,		8,		8,		0,		0,		0,		13211,		7,		0.9166
14.001595,		1.000097,		499,		499,		0,		0.00,		33859645,		0.206,		0.2126,		0.2082,		8.226e-10,		1.921,		1.934,		1.931,		2.364e-09,		0,		0,		0,		0,		1.58,		0,		62436,		0,		0,		0,		11833,		0,		0,		8,		8,		0,		0,		0,		14212,		7,		0.8332
15.001698,		1.000075,		499,		499,		0,		0.00,		33860521,		0.2056,		0.2129,		0.2081,		8.365e-10,		1.918,		1.94,		1.931,		2.936e-09,		0,		0,		0,		0,		1.689,		0,		62436,		0,		0,		0,		11833,		0,		0,		8,		8,		0,		0,		0,		15213,		7,		0.9166
16.001799,		1.000070,		499,		499,		0,		0.00,		33860594,		0.2061,		0.2152,		0.2081,		8.277e-10,		1.927,		1.946,		1.932,		2.705e-09,		0,		0,		0,		0,		1.798,		0,		62436,		0,		0,		0,		11833,		0,		0,		8,		8,		0,		0,		0,		16215,		7,		0.9166
17.001900,		1.000075,		499,		499,		0,		0.00,		33860564,		0.2058,		0.2186,		0.2082,		1.08e-09,		1.914,		1.934,		1.931,		3.027e-09,		0,		0,		0,		0,		1.907,		0,		62436,		0,		0,		0,		11833,		0,		0,		8,		8,		0,		0,		0,		17219,		7,		0.9166
18.002018,		1.000085,		499,		499,		0,		0.00,		33860019,		0.2064,		0.2191,		0.2081,		8.445e-10,		1.917,		1.946,		1.931,		2.934e-09,		0,		0,		0,		0,		2.015,		0,		62436,		0,		0,		0,		11833,		0,		0,		8,		8,		0,		0,		0,		18220,		7,		0.9166
19.002131,		1.000075,		499,		499,		0,		0.00,		33860201,		0.2061,		0.2192,		0.2082,		1.148e-09,		1.925,		1.935,		1.931,		2.431e-09,		0,		0,		0,		0,		2.124,		0,		62436,		0,		0,		0,		11833,		0,		0,		8,		16,		0,		0,		0,		19221,		7,		0.9166
20.002232,		1.000071,		499,		499,		0,		0.00,		33860517,		0.2063,		0.2159,		0.2082,		7.643e-10,		1.916,		1.96,		1.931,		4.488e-09,		0,		0,		0,		0,		2.233,		0,		62436,		0,		0,		0,		11833,		0,		0,		8,		16,		0,		0,		0,		20222,		7,		0.9166
21.002342,		1.000076,		499,		499,		0,		0.00,		33860296,		0.1629,		0.2197,		0.2069,		2.789e-08,		1.917,		1.952,		1.931,		3.679e-09,		0,		0,		0,		0,		2.342,		0,		62436,		0,		0,		0,		11833,		0,		0,		8,		16,		0,		0,		0,		21223,		7,		0.9166
22.002451,		1.000077,		499,		499,		0,		0.00,		33860339,		0.2008,		0.2495,		0.2066,		5.154e-09,		1.926,		1.934,		1.931,		2.323e-09,		0,		0,		0,		0,		2.45,		0,		62436,		0,		0,		0,		11833,		0,		0,		8,		16,		0,		0,		0,		22224,		7,		0.8332
23.002556,		1.000076,		499,		499,		0,		0.00,		33860371,		0.2038,		0.2144,		0.2064,		1.246e-09,		1.919,		1.953,		1.931,		3.392e-09,		0,		0,		0,		0,		2.558,		0,		62436,		0,		0,		0,		11833,		0,		0,		8,		16,		0,		0,		0,		23225,		7,		0.9166
24.002659,		1.000070,		499,		499,		0,		0.00,		33860584,		0.2035,		0.2111,		0.2064,		1.11e-09,		1.926,		1.934,		1.932,		2.554e-09,		0,		0,		0,		0,		2.666,		0,		62436,		0,		0,		0,		11833,		0,		0,		8,		16,		0,		0,		0,		24227,		7,		0.9166
25.002762,		1.000077,		499,		499,		0,		0.00,		33860467,		0.2033,		0.2107,		0.2064,		1.122e-09,		1.915,		1.934,		1.931,		2.873e-09,		0,		0,		0,		0,		2.774,		0,		62436,		0,		0,		0,		11833,		0,		0,		8,		16,		0,		0,		0,		25231,		7,		0.9166
26.002890,		1.000097,		499,		499,		0,		0.00,		33859697,		0.204,		0.2104,		0.2064,		1.065e-09,		1.917,		1.946,		1.931,		2.956e-09,		0,		0,		0,		0,		2.882,		0,		62436,		0,		0,		0,		11833,		0,		0,		8,		16,		0,		0,		0,		26232,		7,		0.9166
27.002993,		1.000076,		499,		500,		0,		0.00,		33860519,		0.2039,		0.2107,		0.2064,		1.245e-09,		1.927,		1.935,		1.931,		2.016e-09,		0,		0,		0,		0,		2.99,		0,		62436,		0,		0,		0,		11833,		0,		0,		8,		16,		0,		0,		0,		27234,		7,		0.8332
28.003094,		1.000070,		499,		499,		0,		0.00,		33860524,		0.2042,		0.2118,		0.2066,		1.214e-09,		1.917,		1.956,		1.931,		4.218e-09,		0,		0,		0,		0,		3.098,		0,		62436,		0,		0,		0,		11833,		0,		0,		8,		16,		0,		0,		0,		28235,		7,		0.9166
29.003220,		1.000094,		500,		499,		0,		0.00,		33927521,		0.1992,		0.283,		0.2036,		2.223e-08,		1.894,		1.935,		1.932,		6.71e-09,		0,		0,		0,		0,		3.205,		0,		62436,		0,		0,		0,		11833,		0,		0,		8,		16,		0,		0,		0,		29237,		8,		0.9166
30.003374,		1.000119,		499,		499,		0,		0.00,		33858764,		0.1996,		0.2115,		0.2044,		6.453e-09,		1.928,		1.935,		1.932,		2.489e-09,		0,		0,		0,		0,		3.312,		0,		62436,		0,		0,		0,		11833,		0,		0,		8,		16,		0,		0,		0,		30238,		8,		0.9165
