Experiment id: 32773d5b-00ff-4602-82ca-855a1a454be4
Performance Test Version: 2113db4
Logfile name: f98670c1-c522-4e7c-8870-53bb4804d362.csv
Communication mean: RCLCPP_SINGLE_THREADED_EXECUTOR
RMW Implementation: rmw_fastrtps_cpp
DDS domain id: 0
QOS: Reliability: RELIABLE Durability: VOLATILE History kind: KEEP_LAST History depth: 100 Sync. pub/sub: 0
Publishing rate: 500
Topic name: PointCloud4m
Msg name: PointCloud4m
Maximum runtime (sec): 30
Number of publishers: 1
Number of subscribers: 10
Memory check enabled: 0
Use single participant: 0
With security: 0
Zero copy transfer: 0
Roundtrip Mode: NONE
Ignore seconds from beginning: 5

---EXPERIMENT-START---
T_experiment,	T_loop,	received,	sent,	lost,	relative_loss,	data_received,	latency_min (ms),	latency_max (ms),	latency_mean (ms),	latency_variance (ms),	pub_loop_res_min (ms),	pub_loop_res_max (ms),	pub_loop_res_mean (ms),	pub_loop_res_variance (ms),	sub_loop_res_min (ms),	sub_loop_res_max (ms),	sub_loop_res_mean (ms),	sub_loop_res_variance (ms),	ru_utime,	ru_stime,	ru_maxrss,	ru_ixrss,	ru_idrss,	ru_isrss,	ru_minflt,	ru_majflt,	ru_nswap,	ru_inblock,	ru_oublock,	ru_msgsnd,	ru_msgrcv,	ru_nsignals,	ru_nvcsw,	ru_nivcsw,	cpu_usage (%)
6.000817,		1.000091,		3171,		318,		0,		0.00,		13348534073,		4.56,		8.869,		6.389,		0.0005768,		-2304,		-1943,		-2123,		10.91,		0,		0,		0,		0,		62.61,		0.5574,		436348,		0,		0,		0,		106293,		0,		0,		8,		8,		0,		0,		0,		24867,		5287,		-0.008278
7.001071,		1.000144,		3171,		317,		0,		0.00,		13346532140,		4.593,		8.847,		6.401,		0.0003853,		-2668,		-2305,		-2487,		11.12,		0,		0,		0,		0,		72.5,		0.6302,		436348,		0,		0,		0,		106293,		0,		0,		8,		8,		0,		0,		0,		28518,		6112,		82.98
8.001363,		1.000078,		3176,		317,		0,		0.00,		13366912576,		4.825,		9.034,		6.249,		0.0002629,		-3033,		-2669,		-2852,		11.07,		0,		0,		0,		0,		82.5,		0.679,		436348,		0,		0,		0,		106293,		0,		0,		8,		8,		0,		0,		0,		32108,		6919,		83.73
9.001595,		1.000151,		3182,		318,		0,		0.00,		13393024277,		4.763,		9.022,		6.34,		0.0004525,		-3395,		-3034,		-3215,		10.94,		0,		0,		0,		0,		92.36,		0.7477,		436348,		0,		0,		0,		106293,		0,		0,		8,		8,		0,		0,		0,		35843,		7721,		82.65
10.001991,		1.000125,		3171,		318,		0,		0.00,		13344498982,		4.666,		8.783,		6.297,		0.0002967,		-3757,		-3396,		-3576,		11.02,		0,		0,		0,		0,		102.4,		0.816,		436348,		0,		0,		0,		106293,		0,		0,		8,		8,		0,		0,		0,		39489,		8549,		84.05
11.002192,		1.000084,		3171,		317,		0,		0.00,		13347147971,		4.529,		8.825,		6.394,		0.0004059,		-4121,		-3759,		-3940,		10.93,		0,		0,		0,		0,		112.1,		0.909,		436348,		0,		0,		0,		106293,		0,		0,		8,		8,		0,		0,		0,		43186,		9326,		81.73
12.002429,		1.000174,		3176,		317,		0,		0.00,		13367733911,		4.721,		8.666,		6.378,		0.000338,		-4485,		-4122,		-4304,		11.08,		0,		0,		0,		0,		122,		1.049,		436348,		0,		0,		0,		106293,		0,		0,		8,		8,		0,		0,		0,		46925,		10161,		83.4
13.002755,		1.000158,		3201,		321,		0,		0.00,		13471419331,		4.68,		9.081,		6.286,		0.0005217,		-4843,		-4486,		-4665,		10.7,		0,		0,		0,		0,		131.4,		1.153,		436348,		0,		0,		0,		106293,		0,		0,		8,		8,		0,		0,		0,		50782,		10955,		79.47
14.003166,		1.000167,		3171,		317,		0,		0.00,		13344371311,		4.972,		8.684,		6.322,		0.0003107,		-5208,		-4844,		-5025,		11.1,		0,		0,		0,		0,		141.3,		1.266,		436348,		0,		0,		0,		106293,		0,		0,		8,		8,		0,		0,		0,		54561,		11764,		83.3
15.003542,		1.000116,		3190,		319,		0,		0.00,		13424520837,		4.406,		8.856,		6.336,		0.0004006,		-5567,		-5209,		-5387,		10.77,		0,		0,		0,		0,		151.1,		1.387,		436348,		0,		0,		0,		106293,		0,		0,		8,		8,		0,		0,		0,		58386,		12562,		82.47
