Experiment id: da1400e6-4468-4007-8a0f-2d5c76823771
Performance Test Version: 
Logfile name: a738e769-061c-48af-8135-314250f3436b.csv
Communication mean: RCLCPP_SINGLE_THREADED_EXECUTOR
RMW Implementation: rmw_fastrtps_cpp
DDS domain id: 0
QOS: Reliability: RELIABLE Durability: VOLATILE History kind: KEEP_LAST History depth: 100 Sync. pub/sub: 0
Publishing rate: 0
Topic name: PointCloud1m
Msg name: PointCloud1m
Maximum runtime (sec): 30
Number of publishers: 1
Number of subscribers: 1
Memory check enabled: 0
Use single participant: 0
With security: 0
Zero copy transfer: 0
Roundtrip Mode: NONE
Ignore seconds from beginning: 5

---EXPERIMENT-START---
T_experiment,	T_loop,	received,	sent,	lost,	relative_loss,	data_received,	latency_min (ms),	latency_max (ms),	latency_mean (ms),	latency_variance (ms),	pub_loop_res_min (ms),	pub_loop_res_max (ms),	pub_loop_res_mean (ms),	pub_loop_res_variance (ms),	sub_loop_res_min (ms),	sub_loop_res_max (ms),	sub_loop_res_mean (ms),	sub_loop_res_variance (ms),	ru_utime,	ru_stime,	ru_maxrss,	ru_ixrss,	ru_idrss,	ru_isrss,	ru_minflt,	ru_majflt,	ru_nswap,	ru_inblock,	ru_oublock,	ru_msgsnd,	ru_msgrcv,	ru_nsignals,	ru_nvcsw,	ru_nivcsw,	cpu_usage (%)
6.013081,		1.003358,		99,		3170,		130010,		41.01,		104750511,		27.8,		34.1,		30.86,		0.003603,		-4.022e+04,		9.223e+12,		4.613e+12,		2.127e+22,		0,		0,		0,		0,		42468750000,		1921875000,		126780,		0,		0,		0,		0,		57590,		0,		0,		0,		0,		0,		0,		0,		0,		0
7.028780,		1.015597,		0,		3159,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-4.124e+04,		9.223e+12,		4.61e+12,		2.127e+22,		0,		0,		0,		0,		43593750000,		1921875000,		126780,		0,		0,		0,		0,		57598,		0,		0,		0,		0,		0,		0,		0,		0,		9.23
8.031882,		1.003015,		0,		3159,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-4.224e+04,		9.223e+12,		4.613e+12,		2.127e+22,		0,		0,		0,		0,		44640625000,		1984375000,		126780,		0,		0,		0,		0,		57599,		0,		0,		0,		0,		0,		0,		0,		0,		9.216
9.034300,		1.002334,		0,		3160,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-4.325e+04,		9.223e+12,		4.612e+12,		2.127e+22,		0,		0,		0,		0,		45750000000,		2000000000,		126780,		0,		0,		0,		0,		57599,		0,		0,		0,		0,		0,		0,		0,		0,		9.352
10.037593,		1.003216,		101,		3152,		13158,		4.17,		106852518,		25.65,		33.37,		30.04,		0.00332,		-4.425e+04,		9.223e+12,		4.61e+12,		2.127e+22,		0,		0,		0,		0,		46843750000,		2015625000,		126820,		0,		0,		0,		0,		83915,		0,		0,		0,		0,		0,		0,		0,		0,		9.214
11.041889,		1.004216,		0,		3158,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-4.525e+04,		9.223e+12,		4.612e+12,		2.127e+22,		0,		0,		0,		0,		47906250000,		2046875000,		126820,		0,		0,		0,		0,		83915,		0,		0,		0,		0,		0,		0,		0,		0,		9.076
12.044646,		1.002679,		0,		3160,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-4.626e+04,		9.223e+12,		4.613e+12,		2.127e+22,		0,		0,		0,		0,		49000000000,		2062500000,		126820,		0,		0,		0,		0,		83915,		0,		0,		0,		0,		0,		0,		0,		0,		9.219
13.045726,		1.001003,		0,		3159,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-4.726e+04,		9.223e+12,		4.61e+12,		2.127e+22,		0,		0,		0,		0,		50062500000,		2093750000,		126820,		0,		0,		0,		0,		83915,		0,		0,		0,		0,		0,		0,		0,		0,		9.105
14.049353,		1.003547,		0,		3159,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-4.826e+04,		9.223e+12,		4.613e+12,		2.127e+22,		0,		0,		0,		0,		51078125000,		2171875000,		126820,		0,		0,		0,		0,		83915,		0,		0,		0,		0,		0,		0,		0,		0,		9.082
15.050484,		1.001055,		0,		3160,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-4.926e+04,		9.223e+12,		4.612e+12,		2.127e+22,		0,		0,		0,		0,		52140625000,		2203125000,		126820,		0,		0,		0,		0,		83915,		0,		0,		0,		0,		0,		0,		0,		0,		9.104
