Experiment id: 08204a22-0128-4c08-a813-40f5f3d06029
Performance Test Version: 
Logfile name: 9a65b9fb-70a0-4a83-a5fa-6a17431a9ab5.csv
Communication mean: RCLCPP_SINGLE_THREADED_EXECUTOR
RMW Implementation: rmw_fastrtps_cpp
DDS domain id: 0
QOS: Reliability: RELIABLE Durability: VOLATILE History kind: KEEP_LAST History depth: 100 Sync. pub/sub: 0
Publishing rate: 0
Topic name: PointCloud4m
Msg name: PointCloud4m
Maximum runtime (sec): 30
Number of publishers: 1
Number of subscribers: 1
Memory check enabled: 0
Use single participant: 0
With security: 0
Zero copy transfer: 0
Roundtrip Mode: NONE
Ignore seconds from beginning: 5

---EXPERIMENT-START---
T_experiment,	T_loop,	received,	sent,	lost,	relative_loss,	data_received,	latency_min (ms),	latency_max (ms),	latency_mean (ms),	latency_variance (ms),	pub_loop_res_min (ms),	pub_loop_res_max (ms),	pub_loop_res_mean (ms),	pub_loop_res_variance (ms),	sub_loop_res_min (ms),	sub_loop_res_max (ms),	sub_loop_res_mean (ms),	sub_loop_res_variance (ms),	ru_utime,	ru_stime,	ru_maxrss,	ru_ixrss,	ru_idrss,	ru_isrss,	ru_minflt,	ru_majflt,	ru_nswap,	ru_inblock,	ru_oublock,	ru_msgsnd,	ru_msgrcv,	ru_nsignals,	ru_nvcsw,	ru_nivcsw,	cpu_usage (%)
6.027780,		1.003235,		0,		5310,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-2.495e+04,		9.223e+12,		4.612e+12,		2.127e+22,		0,		0,		0,		0,		26484375000,		1343750000,		442732,		0,		0,		0,		0,		111248,		0,		0,		0,		0,		0,		0,		0,		0,		0
7.043432,		1.015538,		0,		5305,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-2.597e+04,		9.223e+12,		4.613e+12,		2.127e+22,		0,		0,		0,		0,		27484375000,		1453125000,		443368,		0,		0,		0,		0,		111407,		0,		0,		0,		0,		0,		0,		0,		0,		9.102
8.049043,		1.005543,		0,		5305,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-2.697e+04,		9.223e+12,		4.611e+12,		2.127e+22,		0,		0,		0,		0,		28484375000,		1546875000,		443368,		0,		0,		0,		0,		111407,		0,		0,		0,		0,		0,		0,		0,		0,		9.064
9.050117,		1.001005,		0,		5311,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-2.798e+04,		9.223e+12,		4.613e+12,		2.127e+22,		0,		0,		0,		0,		29578125000,		1578125000,		444576,		0,		0,		0,		0,		111710,		0,		0,		0,		0,		0,		0,		0,		0,		9.365
10.053310,		1.003134,		0,		5331,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-2.898e+04,		9.223e+12,		4.611e+12,		2.127e+22,		0,		0,		0,		0,		30671875000,		1625000000,		444576,		0,		0,		0,		0,		111710,		0,		0,		0,		0,		0,		0,		0,		0,		9.475
11.069008,		1.015638,		0,		5333,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-2.999e+04,		9.223e+12,		4.613e+12,		2.127e+22,		0,		0,		0,		0,		31703125000,		1703125000,		444588,		0,		0,		0,		0,		111719,		0,		0,		0,		0,		0,		0,		0,		0,		9.102
12.070123,		1.001056,		0,		5335,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-3.1e+04,		9.223e+12,		4.611e+12,		2.127e+22,		0,		0,		0,		0,		32765625000,		1718750000,		444588,		0,		0,		0,		0,		111719,		0,		0,		0,		0,		0,		0,		0,		0,		8.974
13.073493,		1.003304,		0,		5337,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-3.2e+04,		9.223e+12,		4.613e+12,		2.127e+22,		0,		0,		0,		0,		33843750000,		1781250000,		444588,		0,		0,		0,		0,		111719,		0,		0,		0,		0,		0,		0,		0,		0,		9.473
14.076643,		1.003089,		0,		5334,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-3.3e+04,		9.223e+12,		4.611e+12,		2.127e+22,		0,		0,		0,		0,		34921875000,		1796875000,		447000,		0,		0,		0,		0,		112323,		0,		0,		0,		0,		0,		0,		0,		0,		9.086
15.078761,		1.002046,		0,		5335,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-3.4e+04,		9.223e+12,		4.613e+12,		2.127e+22,		0,		0,		0,		0,		35968750000,		1859375000,		447000,		0,		0,		0,		0,		112323,		0,		0,		0,		0,		0,		0,		0,		0,		9.225
16.083523,		1.004698,		0,		5336,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-3.501e+04,		9.223e+12,		4.612e+12,		2.127e+22,		0,		0,		0,		0,		37000000000,		1937500000,		447000,		0,		0,		0,		0,		112323,		0,		0,		0,		0,		0,		0,		0,		0,		9.201
