17.085691,		1.002110,		0,		5336,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-3.601e+04,		9.223e+12,		4.612e+12,		2.127e+22,		0,		0,		0,		0,		38031250000,		2000000000,		447000,		0,		0,		0,		0,		112323,		0,		0,		0,		0,		0,		0,		0,		0,		9.095
18.092695,		1.006896,		0,		5339,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-3.702e+04,		9.223e+12,		4.611e+12,		2.127e+22,		0,		0,		0,		0,		39140625000,		2031250000,		447000,		0,		0,		0,		0,		112323,		0,		0,		0,		0,		0,		0,		0,		0,		9.439
19.096991,		1.004235,		0,		5338,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-3.802e+04,		9.223e+12,		4.613e+12,		2.127e+22,		0,		0,		0,		0,		40171875000,		2109375000,		447000,		0,		0,		0,		0,		112323,		0,		0,		0,		0,		0,		0,		0,		0,		9.205
20.101742,		1.004685,		0,		5335,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-3.903e+04,		9.223e+12,		4.611e+12,		2.127e+22,		0,		0,		0,		0,		41171875000,		2171875000,		447000,		0,		0,		0,		0,		112323,		0,		0,		0,		0,		0,		0,		0,		0,		8.812
21.117577,		1.015779,		0,		5331,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-4.004e+04,		9.223e+12,		4.612e+12,		2.127e+22,		0,		0,		0,		0,		42250000000,		2218750000,		447000,		0,		0,		0,		0,		112323,		0,		0,		0,		0,		0,		0,		0,		0,		9.229
22.121778,		1.004144,		0,		5337,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-4.105e+04,		9.223e+12,		4.612e+12,		2.127e+22,		0,		0,		0,		0,		43312500000,		2250000000,		447000,		0,		0,		0,		0,		112323,		0,		0,		0,		0,		0,		0,		0,		0,		9.076
23.125174,		1.003330,		0,		5335,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-4.205e+04,		9.223e+12,		4.612e+12,		2.127e+22,		0,		0,		0,		0,		44390625000,		2281250000,		447000,		0,		0,		0,		0,		112323,		0,		0,		0,		0,		0,		0,		0,		0,		9.213
24.126276,		1.001025,		0,		5331,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-4.305e+04,		9.223e+12,		4.613e+12,		2.127e+22,		0,		0,		0,		0,		45437500000,		2296875000,		451820,		0,		0,		0,		0,		113530,		0,		0,		0,		0,		0,		0,		0,		0,		8.845
25.128342,		1.002002,		0,		5335,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-4.405e+04,		9.223e+12,		4.611e+12,		2.127e+22,		0,		0,		0,		0,		46500000000,		2328125000,		451820,		0,		0,		0,		0,		113530,		0,		0,		0,		0,		0,		0,		0,		0,		9.096
26.130774,		1.002375,		0,		5336,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-4.506e+04,		9.223e+12,		4.613e+12,		2.127e+22,		0,		0,		0,		0,		47562500000,		2359375000,		451820,		0,		0,		0,		0,		113530,		0,		0,		0,		0,		0,		0,		0,		0,		9.092
27.146395,		1.015570,		0,		5337,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-4.607e+04,		9.223e+12,		4.611e+12,		2.127e+22,		0,		0,		0,		0,		48640625000,		2437500000,		451820,		0,		0,		0,		0,		113530,		0,		0,		0,		0,		0,		0,		0,		0,		9.487
28.152273,		1.005811,		0,		5322,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-4.708e+04,		9.223e+12,		4.612e+12,		2.127e+22,		0,		0,		0,		0,		49750000000,		2453125000,		451820,		0,		0,		0,		0,		113530,		0,		0,		0,		0,		0,		0,		0,		0,		9.32
29.154623,		1.002284,		0,		5312,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-4.808e+04,		9.223e+12,		4.613e+12,		2.127e+22,		0,		0,		0,		0,		50812500000,		2500000000,		451820,		0,		0,		0,		0,		113530,		0,		0,		0,		0,		0,		0,		0,		0,		9.223
30.157761,		1.003076,		0,		5302,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-4.908e+04,		9.223e+12,		4.611e+12,		2.127e+22,		0,		0,		0,		0,		51875000000,		2531250000,		451820,		0,		0,		0,		0,		113530,		0,		0,		0,		0,		0,		0,		0,		0,		9.086
