Experiment id: 61228fa2-057d-4663-9646-fc39eac34614
Performance Test Version: 
Logfile name: 5450c4db-e0f3-4c58-afe5-0f3e47fca30a.csv
Communication mean: RCLCPP_SINGLE_THREADED_EXECUTOR
RMW Implementation: rmw_fastrtps_cpp
DDS domain id: 0
QOS: Reliability: RELIABLE Durability: VOLATILE History kind: KEEP_LAST History depth: 100 Sync. pub/sub: 0
Publishing rate: 0
Topic name: Array2m
Msg name: Array2m
Maximum runtime (sec): 30
Number of publishers: 1
Number of subscribers: 1
Memory check enabled: 0
Use single participant: 0
With security: 0
Zero copy transfer: 0
Roundtrip Mode: NONE
Ignore seconds from beginning: 5

---EXPERIMENT-START---
T_experiment,	T_loop,	received,	sent,	lost,	relative_loss,	data_received,	latency_min (ms),	latency_max (ms),	latency_mean (ms),	latency_variance (ms),	pub_loop_res_min (ms),	pub_loop_res_max (ms),	pub_loop_res_mean (ms),	pub_loop_res_variance (ms),	sub_loop_res_min (ms),	sub_loop_res_max (ms),	sub_loop_res_mean (ms),	sub_loop_res_variance (ms),	ru_utime,	ru_stime,	ru_maxrss,	ru_ixrss,	ru_idrss,	ru_isrss,	ru_minflt,	ru_majflt,	ru_nswap,	ru_inblock,	ru_oublock,	ru_msgsnd,	ru_msgrcv,	ru_nsignals,	ru_nvcsw,	ru_nivcsw,	cpu_usage (%)
6.033735,		1.002410,		0,		13056,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-1.08e+04,		9.223e+12,		4.612e+12,		2.127e+22,		inf,		-inf,		0,		-nan(ind),		11546875000,		796875000,		26268,		0,		0,		0,		0,		7020,		0,		0,		0,		0,		0,		0,		0,		0,		0
7.049361,		1.015512,		0,		13052,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-1.182e+04,		9.223e+12,		4.612e+12,		2.127e+22,		inf,		-inf,		0,		-nan(ind),		12640625000,		828125000,		26304,		0,		0,		0,		0,		7029,		0,		0,		0,		0,		0,		0,		0,		0,		9.231
8.054220,		1.004799,		0,		13050,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-1.282e+04,		9.223e+12,		4.612e+12,		2.127e+22,		inf,		-inf,		0,		-nan(ind),		13718750000,		890625000,		26304,		0,		0,		0,		0,		7029,		0,		0,		0,		0,		0,		0,		0,		0,		9.459
9.056557,		1.002274,		0,		13059,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-1.383e+04,		9.223e+12,		4.612e+12,		2.127e+22,		inf,		-inf,		0,		-nan(ind),		14734375000,		1015625000,		26304,		0,		0,		0,		0,		7029,		0,		0,		0,		0,		0,		0,		0,		0,		9.483
10.061600,		1.004984,		0,		13060,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-1.483e+04,		9.223e+12,		4.612e+12,		2.127e+22,		inf,		-inf,		0,		-nan(ind),		15812500000,		1078125000,		26304,		0,		0,		0,		0,		7029,		0,		0,		0,		0,		0,		0,		0,		0,		9.458
11.062465,		1.000806,		0,		13053,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-1.583e+04,		9.223e+12,		4.611e+12,		2.127e+22,		inf,		-inf,		0,		-nan(ind),		16890625000,		1109375000,		26304,		0,		0,		0,		0,		7029,		0,		0,		0,		0,		0,		0,		0,		0,		9.237
12.067039,		1.004514,		0,		13051,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-1.684e+04,		9.223e+12,		4.612e+12,		2.127e+22,		inf,		-inf,		0,		-nan(ind),		17968750000,		1187500000,		26304,		0,		0,		0,		0,		7029,		0,		0,		0,		0,		0,		0,		0,		0,		9.592
13.068095,		1.000998,		0,		13056,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-1.784e+04,		9.223e+12,		4.612e+12,		2.127e+22,		inf,		-inf,		0,		-nan(ind),		18984375000,		1312500000,		26304,		0,		0,		0,		0,		7029,		0,		0,		0,		0,		0,		0,		0,		0,		9.495
14.072588,		1.004443,		0,		13056,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-1.884e+04,		9.223e+12,		4.611e+12,		2.127e+22,		inf,		-inf,		0,		-nan(ind),		20031250000,		1375000000,		26304,		0,		0,		0,		0,		7029,		0,		0,		0,		0,		0,		0,		0,		0,		9.203
15.073756,		1.001104,		0,		13054,		0,		0.00,		0,		inf,		-inf,		0,		-nan(ind),		-1.984e+04,		9.223e+12,		4.612e+12,		2.127e+22,		inf,		-inf,		0,		-nan(ind),		21062500000,		1468750000,		26304,		0,		0,		0,		0,		7029,		0,		0,		0,		0,		0,		0,		0,		0,		9.364
