Experiment id: 8b8b6bda-c8e2-404e-b0ab-014d9e79fad4
Performance Test Version: 2fc8cc2
Logfile name: logs/interhost_main_PointCloud1m_20.csv
Communication mean: RCLCPP_SINGLE_THREADED_EXECUTOR
RMW Implementation: rmw_cyclonedds_cpp
DDS domain id: 0
QOS: Reliability: RELIABLE Durability: VOLATILE History kind: KEEP_LAST History depth: 16 Sync. pub/sub: 0
Publishing rate: 20
Topic name: PointCloud1m
Msg name: PointCloud1m
Maximum runtime (sec): 35
Number of publishers: 1
Number of subscribers: 1
Memory check enabled: 0
Use single participant: 0
With security: 0
Zero copy transfer: 0
Roundtrip Mode: MAIN
Ignore seconds from beginning: 5

---EXPERIMENT-START---
T_experiment,	T_loop,	received,	sent,	lost,	relative_loss,	data_received,	latency_min (ms),	latency_max (ms),	latency_mean (ms),	latency_variance (ms),	pub_loop_res_min (ms),	pub_loop_res_max (ms),	pub_loop_res_mean (ms),	pub_loop_res_variance (ms),	sub_loop_res_min (ms),	sub_loop_res_max (ms),	sub_loop_res_mean (ms),	sub_loop_res_variance (ms),	ru_utime,	ru_stime,	ru_maxrss,	ru_ixrss,	ru_idrss,	ru_isrss,	ru_minflt,	ru_majflt,	ru_nswap,	ru_inblock,	ru_oublock,	ru_msgsnd,	ru_msgrcv,	ru_nsignals,	ru_nvcsw,	ru_nivcsw,	cpu_usage (%)
20.003448,		1.000118,		19,		19,		0,		0.00,		21016210,		18.99,		19.16,		19.08,		2.69e-06,		48.24,		48.41,		48.32,		2.48e-06,		0,		0,		0,		0,		1.178,		0.4007,		39944,		0,		0,		0,		7849,		1,		0,		144,		16,		0,		0,		0,		22451,		11,		0.9998
21.003643,		1.000101,		19,		19,		0,		0.00,		21016396,		18.88,		19.23,		19.11,		9.118e-06,		48.2,		48.42,		48.33,		3.611e-06,		0,		0,		0,		0,		1.242,		0.4124,		39944,		0,		0,		0,		7849,		1,		0,		144,		16,		0,		0,		0,		23547,		11,		0.9998
22.003820,		1.000096,		19,		19,		0,		0.00,		21016738,		19.1,		19.21,		19.15,		8.703e-07,		48.14,		48.42,		48.32,		7.114e-06,		0,		0,		0,		0,		1.299,		0.4298,		39944,		0,		0,		0,		7849,		1,		0,		144,		16,		0,		0,		0,		24626,		12,		0.7499
23.004021,		1.000119,		19,		19,		0,		0.00,		21016280,		19.02,		19.24,		19.14,		2.894e-06,		48.15,		48.41,		48.3,		5.047e-06,		0,		0,		0,		0,		1.361,		0.441,		39944,		0,		0,		0,		7850,		1,		0,		144,		16,		0,		0,		0,		25708,		12,		1.125
24.004223,		1.000116,		19,		19,		0,		0.00,		21016235,		19.01,		19.27,		19.15,		4.519e-06,		48.16,		48.42,		48.33,		5.789e-06,		0,		0,		0,		0,		1.425,		0.4525,		39944,		0,		0,		0,		7850,		1,		0,		144,		16,		0,		0,		0,		26806,		13,		0.8748
25.004402,		1.000097,		19,		19,		0,		0.00,		21016682,		18.98,		19.33,		19.15,		7.599e-06,		48.08,		48.44,		48.34,		7.906e-06,		0,		0,		0,		0,		1.489,		0.4719,		39944,		0,		0,		0,		7850,		1,		0,		144,		16,		0,		0,		0,		27968,		13,		0.9998
26.004587,		1.000097,		19,		19,		0,		0.00,		21016625,		19.06,		19.21,		19.13,		2.042e-06,		48.18,		48.4,		48.34,		3.681e-06,		0,		0,		0,		0,		1.547,		0.4851,		39944,		0,		0,		0,		7850,		1,		0,		144,		16,		0,		0,		0,		29035,		14,		0.8748
27.004768,		1.000101,		19,		19,		0,		0.00,		21016643,		18.99,		19.22,		19.14,		3.471e-06,		48.16,		48.4,		48.32,		5.011e-06,		0,		0,		0,		0,		1.608,		0.4971,		39944,		0,		0,		0,		7850,		1,		0,		144,		16,		0,		0,		0,		30097,		14,		0.8748
28.004955,		1.000104,		19,		19,		0,		0.00,		21016562,		19.02,		19.25,		19.14,		4.453e-06,		47.93,		48.41,		48.33,		1.098e-05,		0,		0,		0,		0,		1.684,		0.5071,		39944,		0,		0,		0,		7850,		1,		0,		144,		16,		0,		0,		0,		31245,		15,		1.125
29.005163,		1.000120,		19,		19,		0,		0.00,		21016146,		19.06,		19.23,		19.16,		1.795e-06,		48.17,		48.41,		48.31,		3.585e-06,		0,		0,		0,		0,		1.727,		0.5368,		39944,		0,		0,		0,		7850,		1,		0,		144,		16,		0,		0,		0,		32306,		15,		0.8748
30.005356,		1.000109,		19,		19,		0,		0.00,		21016371,		19.09,		19.27,		19.17,		2.906e-06,		48.16,		48.41,		48.34,		3.281e-06,		0,		0,		0,		0,		1.779,		0.5575,		39944,		0,		0,		0,		7850,		1,		0,		144,		16,		0,		0,		0,		33373,		16,		0.8748
31.005560,		1.000121,		19,		19,		0,		0.00,		21016192,		18.98,		19.26,		19.15,		5.956e-06,		48.06,		48.42,		48.3,		1.029e-05,		0,		0,		0,		0,		1.843,		0.5675,		39944,		0,		0,		0,		7850,		1,		0,		144,		16,		0,		0,		0,		34440,		16,		0.9998
32.005768,		1.000123,		19,		19,		0,		0.00,		21016099,		18.91,		19.27,		19.15,		5.674e-06,		48.22,		48.42,		48.33,		2.367e-06,		0,		0,		0,		0,		1.906,		0.5771,		39944,		0,		0,		0,		7850,		1,		0,		144,		24,		0,		0,		0,		35518,		17,		0.8748
33.005985,		1.000133,		19,		19,		0,		0.00,		21015954,		19.07,		19.4,		19.16,		4.561e-06,		48.06,		48.4,		48.3,		6.591e-06,		0,		0,		0,		0,		1.959,		0.5982,		39944,		0,		0,		0,		7850,		1,		0,		144,		24,		0,		0,		0,		36594,		17,		0.8748
34.006203,		1.000131,		16,		19,		0,		0.00,		17863526,		19.01,		19.3,		19.16,		4.993e-06,		48.07,		49.71,		48.59,		0.0003018,		0,		0,		0,		0,		2.014,		0.61,		39944,		0,		0,		0,		7858,		1,		0,		144,		24,		0,		0,		0,		37626,		18,		0.9998
35.006424,		1.000128,		0,		19,		0,		0.00,		0,		inf,		-inf,		0,		-nan,		49.62,		49.72,		49.7,		4.654e-07,		0,		0,		0,		0,		2.02,		0.61,		39944,		0,		0,		0,		7858,		1,		0,		144,		24,		0,		0,		0,		37681,		18,		0
