Experiment id: b74b9ef2-8c1c-47a8-9df6-4b28c456a62a
Performance Test Version: 2113db4
Logfile name: f46bf82c-2878-4647-b9b3-804689dd75c3.csv
Communication mean: RCLCPP_SINGLE_THREADED_EXECUTOR
RMW Implementation: rmw_cyclonedds_cpp
DDS domain id: 0
QOS: Reliability: RELIABLE Durability: VOLATILE History kind: KEEP_LAST History depth: 100 Sync. pub/sub: 0
Publishing rate: 100
Topic name: Array16k
Msg name: Array16k
Maximum runtime (sec): 30
Number of publishers: 0
Number of subscribers: 1
Memory check enabled: 0
Use single participant: 0
With security: 0
Zero copy transfer: 0
Roundtrip Mode: NONE
Ignore seconds from beginning: 5

---EXPERIMENT-START---
T_experiment,	T_loop,	received,	sent,	lost,	relative_loss,	data_received,	latency_min (ms),	latency_max (ms),	latency_mean (ms),	latency_variance (ms),	pub_loop_res_min (ms),	pub_loop_res_max (ms),	pub_loop_res_mean (ms),	pub_loop_res_variance (ms),	sub_loop_res_min (ms),	sub_loop_res_max (ms),	sub_loop_res_mean (ms),	sub_loop_res_variance (ms),	ru_utime,	ru_stime,	ru_maxrss,	ru_ixrss,	ru_idrss,	ru_isrss,	ru_minflt,	ru_majflt,	ru_nswap,	ru_inblock,	ru_oublock,	ru_msgsnd,	ru_msgrcv,	ru_nsignals,	ru_nvcsw,	ru_nivcsw,	cpu_usage (%)
6.000384,		1.000057,		99,		0,		0,		-nan,		1639903,		0.1151,		0.1305,		0.1172,		3.308e-09,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.07193,		0,		20792,		0,		0,		0,		1937,		4,		0,		8,		8,		0,		0,		0,		1369,		4,		-0.01225
7.000494,		1.000058,		99,		0,		0,		-nan,		1639818,		0.08697,		0.1236,		0.09619,		1.806e-07,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.07957,		0,		20792,		0,		0,		0,		1939,		4,		0,		8,		8,		0,		0,		0,		1570,		4,		0
8.000587,		1.000057,		99,		0,		0,		-nan,		1639847,		0.08725,		0.1231,		0.1151,		5.146e-08,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.08897,		0,		20792,		0,		0,		0,		1940,		4,		0,		8,		8,		0,		0,		0,		1776,		4,		0.08333
9.000682,		1.000058,		99,		0,		0,		-nan,		1639846,		0.08689,		0.1791,		0.09553,		2.316e-07,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.09674,		0,		20792,		0,		0,		0,		1940,		4,		0,		8,		8,		0,		0,		0,		1980,		4,		0.08333
10.000775,		1.000058,		99,		0,		0,		-nan,		1639846,		0.08693,		0.1232,		0.1097,		1.627e-07,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.1058,		0,		20792,		0,		0,		0,		1940,		4,		0,		8,		8,		0,		0,		0,		2182,		4,		0.08333
11.000870,		1.000058,		99,		0,		0,		-nan,		1639844,		0.08711,		0.1237,		0.109,		1.72e-07,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.1147,		0,		20792,		0,		0,		0,		1940,		4,		0,		8,		8,		0,		0,		0,		2383,		4,		0.08333
12.000966,		1.000058,		99,		0,		0,		-nan,		1639841,		0.08689,		0.1237,		0.1088,		1.761e-07,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.1235,		0,		20792,		0,		0,		0,		1940,		4,		0,		8,		8,		0,		0,		0,		2584,		4,		0.08333
13.001067,		1.000063,		99,		0,		0,		-nan,		1639834,		0.08649,		0.1227,		0.09308,		1.36e-07,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.131,		0,		20792,		0,		0,		0,		1940,		4,		0,		8,		8,		0,		0,		0,		2785,		4,		0.08332
14.001180,		1.000076,		99,		0,		0,		-nan,		1639814,		0.1151,		0.1237,		0.1169,		1.364e-09,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.1403,		0,		20792,		0,		0,		0,		1940,		4,		0,		8,		8,		0,		0,		0,		2986,		4,		0.08332
15.001293,		1.000077,		99,		0,		0,		-nan,		1639814,		0.08711,		0.1237,		0.1074,		1.928e-07,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.149,		0,		20792,		0,		0,		0,		1940,		4,		0,		8,		8,		0,		0,		0,		3187,		4,		0
