Experiment id: 74c13e1d-dca5-4d93-a3e7-e10bb34c448a
Performance Test Version: 2fc8cc2-dirty
Logfile name: 635f9cc9-60bb-4c00-bb4d-a23e029adca0.csv
Communication mean: RCLCPP_SINGLE_THREADED_EXECUTOR
RMW Implementation: rmw_fastrtps_cpp
DDS domain id: 0
QOS: Reliability: RELIABLE Durability: VOLATILE History kind: KEEP_LAST History depth: 100 Sync. pub/sub: 0
Publishing rate: 20
Topic name: Array2m
Msg name: Array2m
Maximum runtime (sec): 30
Number of publishers: 0
Number of subscribers: 1
Memory check enabled: 0
Use single participant: 0
With security: 0
Zero copy transfer: 0
Roundtrip Mode: NONE
Ignore seconds from beginning: 5

---EXPERIMENT-START---
T_experiment,	T_loop,	received,	sent,	lost,	relative_loss,	data_received,	latency_min (ms),	latency_max (ms),	latency_mean (ms),	latency_variance (ms),	pub_loop_res_min (ms),	pub_loop_res_max (ms),	pub_loop_res_mean (ms),	pub_loop_res_variance (ms),	sub_loop_res_min (ms),	sub_loop_res_max (ms),	sub_loop_res_mean (ms),	sub_loop_res_variance (ms),	ru_utime,	ru_stime,	ru_maxrss,	ru_ixrss,	ru_idrss,	ru_isrss,	ru_minflt,	ru_majflt,	ru_nswap,	ru_inblock,	ru_oublock,	ru_msgsnd,	ru_msgrcv,	ru_nsignals,	ru_nvcsw,	ru_nivcsw,	cpu_usage (%)
6.033384,		1.004906,		4,		0,		8,		inf,		10434645,		4863,		4970,		4936,		1.678,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.2148,		0.2205,		242925568,		0,		0,		0,		17138,		7,		0,		0,		0,		16,		32,		0,		27,		5027,		1.145e-05
7.041351,		1.007889,		1,		0,		12,		inf,		4161184,		4961,		4967,		4964,		0.007173,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.2467,		0.2279,		247152640,		0,		0,		0,		17396,		7,		0,		0,		0,		18,		36,		0,		31,		5728,		0.372
8.045383,		1.004009,		0,		0,		0,		nan,		0,		inf,		-inf,		0,		nan,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.2792,		0.2351,		247185408,		0,		0,		0,		17398,		7,		0,		0,		0,		18,		36,		0,		31,		6408,		0.498
9.055470,		1.010037,		0,		0,		0,		nan,		0,		inf,		-inf,		0,		nan,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.3128,		0.2423,		247185408,		0,		0,		0,		17399,		7,		0,		0,		0,		18,		36,		0,		31,		7131,		0.6188
10.061771,		1.006253,		0,		0,		65,		inf,		2084036,		4984,		4984,		4984,		0,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.3455,		0.2496,		247201792,		0,		0,		0,		17400,		7,		0,		0,		0,		20,		40,		0,		34,		7828,		0.3727
11.071809,		1.010013,		0,		0,		0,		nan,		0,		inf,		-inf,		0,		nan,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.3794,		0.2568,		247201792,		0,		0,		0,		17400,		7,		0,		0,		0,		20,		40,		0,		34,		8571,		0.495
12.077206,		1.005367,		0,		0,		0,		nan,		0,		inf,		-inf,		0,		nan,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.4126,		0.264,		247201792,		0,		0,		0,		17400,		7,		0,		0,		0,		20,		40,		0,		34,		9297,		0.6216
13.085597,		1.008362,		0,		0,		57,		inf,		2079717,		4985,		4985,		4985,		0,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.4454,		0.2717,		247201792,		0,		0,		0,		17400,		7,		0,		0,		0,		22,		44,		0,		37,		9993,		0.4958
14.095647,		1.010025,		0,		0,		0,		nan,		0,		inf,		-inf,		0,		nan,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.4783,		0.2791,		247201792,		0,		0,		0,		17401,		7,		0,		0,		0,		22,		44,		0,		37,		10778,		0.3713
15.101468,		1.005779,		0,		0,		0,		nan,		0,		inf,		-inf,		0,		nan,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0.5119,		0.2865,		247201792,		0,		0,		0,		17401,		7,		0,		0,		0,		22,		44,		0,		37,		11541,		0.6214
