Experiment id: 1d02b1a2-6bec-47c0-a368-039e8cbb7658
Performance Test Version: 2fc8cc2-dirty
Logfile name: 9c44ccb9-669f-4543-ad99-34a8161bb1e9.csv
Communication mean: RCLCPP_SINGLE_THREADED_EXECUTOR
RMW Implementation: rmw_fastrtps_cpp
DDS domain id: 0
QOS: Reliability: RELIABLE Durability: VOLATILE History kind: KEEP_LAST History depth: 100 Sync. pub/sub: 0
Publishing rate: 100
Topic name: PointCloud4m
Msg name: PointCloud4m
Maximum runtime (sec): 30
Number of publishers: 0
Number of subscribers: 10
Memory check enabled: 0
Use single participant: 0
With security: 0
Zero copy transfer: 0
Roundtrip Mode: NONE
Ignore seconds from beginning: 5

---EXPERIMENT-START---
T_experiment,	T_loop,	received,	sent,	lost,	relative_loss,	data_received,	latency_min (ms),	latency_max (ms),	latency_mean (ms),	latency_variance (ms),	pub_loop_res_min (ms),	pub_loop_res_max (ms),	pub_loop_res_mean (ms),	pub_loop_res_variance (ms),	sub_loop_res_min (ms),	sub_loop_res_max (ms),	sub_loop_res_mean (ms),	sub_loop_res_variance (ms),	ru_utime,	ru_stime,	ru_maxrss,	ru_ixrss,	ru_idrss,	ru_isrss,	ru_minflt,	ru_majflt,	ru_nswap,	ru_inblock,	ru_oublock,	ru_msgsnd,	ru_msgrcv,	ru_nsignals,	ru_nvcsw,	ru_nivcsw,	cpu_usage (%)
6.039948,		1.004626,		296,		0,		664,		inf,		1278291902,		951.6,		1053,		1002,		0.7393,		inf,		-inf,		0,		0,		0,		0,		0,		0,		3.041,		0.8936,		4480122880,		0,		0,		0,		275750,		3,		0,		0,		0,		16,		32,		0,		25,		11848,		0.0001038
7.041837,		1.001824,		286,		0,		668,		inf,		1239896574,		954.1,		1044,		1013,		0.5075,		inf,		-inf,		0,		0,		0,		0,		0,		0,		3.682,		0.9865,		4480122880,		0,		0,		0,		275751,		3,		0,		0,		0,		18,		36,		0,		28,		13197,		9.108
8.051923,		1.010035,		253,		0,		713,		inf,		1092725220,		963.6,		1049,		1002,		0.6761,		inf,		-inf,		0,		0,		0,		0,		0,		0,		4.258,		1.07,		4480155648,		0,		0,		0,		275753,		3,		0,		0,		0,		18,		36,		0,		28,		14498,		8.168
9.062001,		1.010015,		282,		0,		792,		inf,		1213223146,		952.4,		1077,		1017,		0.9095,		inf,		-inf,		0,		0,		0,		0,		0,		0,		4.887,		1.158,		4480303104,		0,		0,		0,		275762,		3,		0,		0,		0,		18,		36,		0,		28,		15924,		8.786
10.072053,		1.010011,		243,		0,		687,		inf,		1051212800,		941.1,		1061,		1002,		1.185,		inf,		-inf,		0,		0,		0,		0,		0,		0,		5.47,		1.248,		4480303104,		0,		0,		0,		275762,		3,		0,		0,		0,		20,		40,		0,		30,		17319,		8.415
11.082577,		1.010041,		223,		0,		807,		inf,		967659932,		938.9,		1055,		993.9,		0.6681,		inf,		-inf,		0,		0,		0,		0,		0,		0,		5.994,		1.316,		4480303104,		0,		0,		0,		275762,		3,		0,		0,		0,		20,		40,		0,		31,		18523,		7.298
12.087132,		1.004504,		265,		0,		732,		inf,		1148873245,		907.7,		1066,		1004,		0.6358,		inf,		-inf,		0,		0,		0,		0,		0,		0,		6.568,		1.404,		4480303104,		0,		0,		0,		275763,		3,		0,		0,		0,		20,		40,		0,		31,		20022,		8.213
13.094289,		1.007113,		290,		0,		674,		inf,		1250109698,		943.9,		1101,		1010,		1.405,		inf,		-inf,		0,		0,		0,		0,		0,		0,		7.224,		1.497,		4480303104,		0,		0,		0,		275763,		3,		0,		0,		0,		22,		44,		0,		34,		21470,		9.308
14.102300,		1.007964,		231,		0,		778,		inf,		1003353617,		944.8,		1051,		1007,		0.2826,		inf,		-inf,		0,		0,		0,		0,		0,		0,		7.774,		1.584,		4480303104,		0,		0,		0,		275763,		3,		0,		0,		0,		22,		44,		0,		34,		22893,		7.936
15.112370,		1.010030,		263,		0,		739,		inf,		1134290701,		952.6,		1058,		1005,		0.8925,		inf,		-inf,		0,		0,		0,		0,		0,		0,		8.36,		1.69,		4480303104,		0,		0,		0,		275796,		3,		0,		0,		0,		22,		44,		0,		34,		24329,		8.539
16.122295,		1.009876,		284,		0,		679,		inf,		1221719804,		951.1,		1054,		1004,		0.9206,		inf,		-inf,		0,		0,		0,		0,		0,		0,		8.965,		1.784,		4480319488,		0,		0,		0,		275805,		3,		0,		0,		0,		24,		48,		0,		37,		26155,		8.664
17.135395,		1.013057,		257,		0,		744,		inf,		1106043607,		903.8,		1039,		1003,		0.7374,		inf,		-inf,		0,		0,		0,		0,		0,		0,		9.564,		1.868,		4480319488,		0,		0,		0,		275806,		3,		0,		0,		0,		24,		48,		0,		37,		27737,		8.39
18.145487,		1.010010,		272,		0,		732,		inf,		1171658704,		922.9,		1074,		1003,		0.7537,		inf,		-inf,		0,		0,		0,		0,		0,		0,		10.15,		1.958,		4480319488,		0,		0,		0,		275806,		3,		0,		0,		0,		24,		48,		0,		37,		29201,		8.415
19.152573,		1.006994,		298,		0,		672,		inf,		1283507062,		940.5,		1049,		1005,		0.6735,		inf,		-inf,		0,		0,		0,		0,		0,		0,		10.81,		2.061,		4484530176,		0,		0,		0,		276063,		3,		0,		0,		0,		26,		52,		0,		41,		30698,		9.433
20.162636,		1.010034,		291,		0,		639,		inf,		1250635437,		962.6,		1070,		1011,		0.6762,		inf,		-inf,		0,		0,		0,		0,		0,		0,		11.45,		2.155,		4484530176,		0,		0,		0,		276063,		3,		0,		0,		0,		26,		52,		0,		41,		32110,		9.034
21.172703,		1.010027,		210,		0,		830,		inf,		914083631,		950.5,		1057,		1001,		0.8468,		inf,		-inf,		0,		0,		0,		0,		0,		0,		11.95,		2.23,		4488740864,		0,		0,		0,		276320,		3,		0,		0,		0,		26,		52,		0,		41,		33445,		7.302
22.179115,		1.006376,		202,		0,		768,		inf,		884045907,		970.8,		1066,		1017,		0.5934,		inf,		-inf,		0,		0,		0,		0,		0,		0,		12.49,		2.303,		4492951552,		0,		0,		0,		276578,		3,		0,		0,		0,		28,		56,		0,		43,		34827,		7.452
23.183931,		1.004754,		286,		0,		724,		inf,		1236281230,		927.1,		1063,		1004,		0.6578,		inf,		-inf,		0,		0,		0,		0,		0,		0,		13.1,		2.392,		4492951552,		0,		0,		0,		276578,		3,		0,		0,		0,		28,		56,		0,		43,		36218,		8.832
24.190569,		1.006557,		289,		0,		671,		inf,		1246554697,		946.2,		1071,		1006,		0.7192,		inf,		-inf,		0,		0,		0,		0,		0,		0,		13.69,		2.484,		4492951552,		0,		0,		0,		276578,		3,		0,		0,		0,		28,		56,		0,		43,		37535,		8.444
25.192532,		1.001914,		228,		0,		712,		inf,		996870173,		935.1,		1065,		996.4,		0.7936,		inf,		-inf,		0,		0,		0,		0,		0,		0,		14.29,		2.563,		4492951552,		0,		0,		0,		276578,		3,		0,		0,		0,		30,		60,		0,		46,		38876,		8.483
26.199001,		1.006431,		351,		0,		749,		inf,		1505286904,		964.3,		1054,		1009,		0.4703,		inf,		-inf,		0,		0,		0,		0,		0,		0,		14.98,		2.671,		4492951552,		0,		0,		0,		276578,		3,		0,		0,		0,		30,		60,		0,		46,		40267,		9.936
27.203220,		1.004178,		267,		0,		683,		inf,		1157617612,		941.5,		1063,		998.2,		0.9735,		inf,		-inf,		0,		0,		0,		0,		0,		0,		15.57,		2.762,		4492951552,		0,		0,		0,		276579,		3,		0,		0,		0,		30,		60,		0,		46,		41590,		8.34
28.213301,		1.010034,		190,		0,		800,		inf,		830973420,		969,		1070,		1014,		0.6355,		inf,		-inf,		0,		0,		0,		0,		0,		0,		16.07,		2.834,		4492951552,		0,		0,		0,		276579,		3,		0,		0,		0,		32,		64,		0,		49,		42925,		7.054
29.213852,		1.000505,		261,		0,		634,		inf,		1136695639,		961.8,		1046,		999.1,		0.4453,		inf,		-inf,		0,		0,		0,		0,		0,		0,		16.66,		2.92,		4492951552,		0,		0,		0,		276579,		3,		0,		0,		0,		32,		64,		0,		49,		44238,		8.495
