Experiment id: 28aa149d-8505-4359-84f9-f179f8723b92
Performance Test Version: 2113db4
Logfile name: e369656f-9c49-4bd3-a96d-e888c6d849cd.csv
Communication mean: RCLCPP_SINGLE_THREADED_EXECUTOR
RMW Implementation: rmw_cyclonedds_cpp
DDS domain id: 0
QOS: Reliability: RELIABLE Durability: VOLATILE History kind: KEEP_LAST History depth: 100 Sync. pub/sub: 0
Publishing rate: 100
Topic name: Array2m
Msg name: Array2m
Maximum runtime (sec): 30
Number of publishers: 0
Number of subscribers: 10
Memory check enabled: 0
Use single participant: 0
With security: 0
Zero copy transfer: 0
Roundtrip Mode: NONE
Ignore seconds from beginning: 5

---EXPERIMENT-START---
T_experiment,	T_loop,	received,	sent,	lost,	relative_loss,	data_received,	latency_min (ms),	latency_max (ms),	latency_mean (ms),	latency_variance (ms),	pub_loop_res_min (ms),	pub_loop_res_max (ms),	pub_loop_res_mean (ms),	pub_loop_res_variance (ms),	sub_loop_res_min (ms),	sub_loop_res_max (ms),	sub_loop_res_mean (ms),	sub_loop_res_variance (ms),	ru_utime,	ru_stime,	ru_maxrss,	ru_ixrss,	ru_idrss,	ru_isrss,	ru_minflt,	ru_majflt,	ru_nswap,	ru_inblock,	ru_oublock,	ru_msgsnd,	ru_msgrcv,	ru_nsignals,	ru_nvcsw,	ru_nivcsw,	cpu_usage (%)
6.000962,		1.000098,		70,		0,		920,		inf,		167755220,		1039,		1073,		1052,		0.06042,		inf,		-inf,		0,		0,		0,		0,		0,		0,		4.508,		3.962,		116520,		0,		0,		0,		28456,		0,		0,		0,		8,		0,		0,		0,		22299,		1821,		1.295e-07
7.001397,		1.000119,		40,		0,		1020,		inf,		104812962,		1002,		1077,		1048,		0.4366,		inf,		-inf,		0,		0,		0,		0,		0,		0,		4.978,		4.653,		125164,		0,		0,		0,		30612,		0,		0,		0,		8,		0,		0,		0,		26323,		2122,		28.99
8.001781,		1.000121,		110,		0,		670,		inf,		251564556,		978.9,		1089,		1028,		0.9653,		inf,		-inf,		0,		0,		0,		0,		0,		0,		5.786,		5.308,		137836,		0,		0,		0,		33739,		0,		0,		0,		8,		0,		0,		0,		29243,		2361,		36.49
9.002130,		1.000118,		85,		0,		905,		inf,		199160922,		1062,		1164,		1111,		0.9214,		inf,		-inf,		0,		0,		0,		0,		0,		0,		6.502,		5.935,		138100,		0,		0,		0,		33795,		0,		0,		0,		8,		0,		0,		0,		32463,		2616,		33.74
10.002513,		1.000164,		75,		0,		915,		inf,		178191918,		1005,		1088,		1034,		0.4811,		inf,		-inf,		0,		0,		0,		0,		0,		0,		7.11,		6.626,		138100,		0,		0,		0,		33851,		0,		0,		0,		8,		0,		0,		0,		35370,		2870,		32.24
11.003024,		1.000106,		20,		0,		970,		inf,		62882457,		991.5,		1038,		1010,		0.2509,		inf,		-inf,		0,		0,		0,		0,		0,		0,		7.437,		7.408,		138100,		0,		0,		0,		36109,		0,		0,		0,		8,		0,		0,		0,		39699,		3012,		27.74
12.003402,		1.000123,		120,		0,		770,		inf,		272530578,		996.2,		1113,		1065,		1.043,		inf,		-inf,		0,		0,		0,		0,		0,		0,		8.343,		8.007,		138100,		0,		0,		0,		36937,		0,		0,		0,		8,		0,		0,		0,		42454,		3247,		37.74
13.004070,		1.000132,		30,		0,		950,		inf,		83830138,		998.1,		1096,		1045,		1.205,		inf,		-inf,		0,		0,		0,		0,		0,		0,		8.717,		8.762,		138100,		0,		0,		0,		36937,		0,		0,		0,		8,		0,		0,		0,		45817,		3415,		28.23
14.004470,		1.000132,		70,		0,		870,		inf,		167706755,		986.7,		1062,		1018,		0.3808,		inf,		-inf,		0,		0,		0,		0,		0,		0,		9.361,		9.414,		138100,		0,		0,		0,		37678,		0,		0,		0,		8,		0,		0,		0,		48714,		3584,		32.49
15.004838,		1.000093,		40,		0,		800,		inf,		104819654,		1020,		1078,		1058,		0.2718,		inf,		-inf,		0,		0,		0,		0,		0,		0,		9.789,		10.14,		138100,		0,		0,		0,		37678,		0,		0,		0,		8,		0,		0,		0,		51709,		3776,		28.74
16.005169,		1.000115,		50,		0,		1040,		inf,		125788589,		979,		1039,		1013,		0.2819,		inf,		-inf,		0,		0,		0,		0,		0,		0,		10.31,		10.84,		138100,		0,		0,		0,		37679,		0,		0,		0,		8,		0,		0,		0,		54992,		4023,		30.49
17.005583,		1.000163,		40,		0,		900,		inf,		104815647,		999.7,		1051,		1029,		0.2182,		inf,		-inf,		0,		0,		0,		0,		0,		0,		10.8,		11.54,		138100,		0,		0,		0,		37679,		0,		0,		0,		8,		0,		0,		0,		57673,		4252,		29.49
