Experiment id: 1b2f9d69-7323-4317-ab8f-fd80e888e70c
Performance Test Version: 2113db4
Logfile name: c0626b57-d8df-4745-968a-59d5bac3ea70.csv
Communication mean: RCLCPP_SINGLE_THREADED_EXECUTOR
RMW Implementation: rmw_cyclonedds_cpp
DDS domain id: 0
QOS: Reliability: RELIABLE Durability: VOLATILE History kind: KEEP_LAST History depth: 100 Sync. pub/sub: 0
Publishing rate: 500
Topic name: PointCloud4m
Msg name: PointCloud4m
Maximum runtime (sec): 30
Number of publishers: 0
Number of subscribers: 1
Memory check enabled: 0
Use single participant: 0
With security: 0
Zero copy transfer: 0
Roundtrip Mode: NONE
Ignore seconds from beginning: 5

---EXPERIMENT-START---
T_experiment,	T_loop,	received,	sent,	lost,	relative_loss,	data_received,	latency_min (ms),	latency_max (ms),	latency_mean (ms),	latency_variance (ms),	pub_loop_res_min (ms),	pub_loop_res_max (ms),	pub_loop_res_mean (ms),	pub_loop_res_variance (ms),	sub_loop_res_min (ms),	sub_loop_res_max (ms),	sub_loop_res_mean (ms),	sub_loop_res_variance (ms),	ru_utime,	ru_stime,	ru_maxrss,	ru_ixrss,	ru_idrss,	ru_isrss,	ru_minflt,	ru_majflt,	ru_nswap,	ru_inblock,	ru_oublock,	ru_msgsnd,	ru_msgrcv,	ru_nsignals,	ru_nvcsw,	ru_nivcsw,	cpu_usage (%)
21.008944,		1.000118,		14,		0,		37,		inf,		62928534,		1829,		1867,		1852,		0.09649,		inf,		-inf,		0,		0,		0,		0,		0,		0,		6.573,		13.04,		300764,		0,		0,		0,		96060,		0,		0,		0,		16,		0,		0,		0,		200442,		697,		23.99
22.009319,		1.000097,		24,		0,		26,		inf,		104879323,		1826,		1886,		1859,		0.2116,		inf,		-inf,		0,		0,		0,		0,		0,		0,		6.972,		13.64,		319772,		0,		0,		0,		100812,		0,		0,		0,		16,		0,		0,		0,		210065,		734,		24.99
23.009708,		1.000091,		21,		0,		33,		inf,		92292673,		1856,		1899,		1882,		0.1111,		inf,		-inf,		0,		0,		0,		0,		0,		0,		7.305,		14.3,		319772,		0,		0,		0,		100844,		0,		0,		0,		16,		0,		0,		0,		219787,		761,		24.49
24.010111,		1.000108,		12,		0,		39,		inf,		54535744,		1866,		1902,		1884,		0.1371,		inf,		-inf,		0,		0,		0,		0,		0,		0,		7.584,		14.97,		319772,		0,		0,		0,		100878,		0,		0,		0,		16,		0,		0,		0,		229846,		811,		23.74
25.010437,		1.000092,		19,		0,		20,		inf,		83907880,		1853,		1898,		1882,		0.1475,		inf,		-inf,		0,		0,		0,		0,		0,		0,		7.949,		15.6,		319772,		0,		0,		0,		103152,		0,		0,		0,		16,		0,		0,		0,		239226,		845,		24.74
26.010738,		1.000093,		19,		0,		44,		inf,		83909542,		1818,		1895,		1874,		0.4444,		inf,		-inf,		0,		0,		0,		0,		0,		0,		8.325,		16.18,		319772,		0,		0,		0,		105107,		0,		0,		0,		16,		0,		0,		0,		250093,		880,		23.99
27.011021,		1.000085,		19,		0,		33,		inf,		83911400,		1847,		1890,		1870,		0.1068,		inf,		-inf,		0,		0,		0,		0,		0,		0,		8.655,		16.85,		319772,		0,		0,		0,		106227,		0,		0,		0,		16,		0,		0,		0,		259420,		926,		25.24
28.011463,		1.000125,		26,		0,		24,		inf,		113262503,		1836,		1893,		1876,		0.2189,		inf,		-inf,		0,		0,		0,		0,		0,		0,		9.064,		17.44,		319772,		0,		0,		0,		106339,		0,		0,		0,		16,		0,		0,		0,		269234,		977,		24.74
29.012056,		1.000145,		12,		0,		39,		inf,		54525448,		1846,		1885,		1865,		0.1445,		inf,		-inf,		0,		0,		0,		0,		0,		0,		9.354,		18.11,		319772,		0,		0,		0,		106458,		0,		0,		0,		16,		0,		0,		0,		278307,		1018,		23.99
30.012598,		1.000127,		7,		0,		49,		inf,		33555776,		1805,		1854,		1833,		0.2698,		inf,		-inf,		0,		0,		0,		0,		0,		0,		9.618,		18.78,		319772,		0,		0,		0,		106570,		0,		0,		0,		16,		0,		0,		0,		288257,		1038,		23.24
