Experiment id: ac8fa029-664f-4db7-b19c-9a1c2a726b41
Performance Test Version: 2113db4
Logfile name: 545482af-38fd-42ee-9ae8-2b87e4bcc948.csv
Communication mean: RCLCPP_SINGLE_THREADED_EXECUTOR
RMW Implementation: rmw_cyclonedds_cpp
DDS domain id: 0
QOS: Reliability: RELIABLE Durability: VOLATILE History kind: KEEP_LAST History depth: 100 Sync. pub/sub: 0
Publishing rate: 500
Topic name: Array2m
Msg name: Array2m
Maximum runtime (sec): 30
Number of publishers: 0
Number of subscribers: 10
Memory check enabled: 0
Use single participant: 0
With security: 0
Zero copy transfer: 0
Roundtrip Mode: NONE
Ignore seconds from beginning: 5

---EXPERIMENT-START---
T_experiment,	T_loop,	received,	sent,	lost,	relative_loss,	data_received,	latency_min (ms),	latency_max (ms),	latency_mean (ms),	latency_variance (ms),	pub_loop_res_min (ms),	pub_loop_res_max (ms),	pub_loop_res_mean (ms),	pub_loop_res_variance (ms),	sub_loop_res_min (ms),	sub_loop_res_max (ms),	sub_loop_res_mean (ms),	sub_loop_res_variance (ms),	ru_utime,	ru_stime,	ru_maxrss,	ru_ixrss,	ru_idrss,	ru_isrss,	ru_minflt,	ru_majflt,	ru_nswap,	ru_inblock,	ru_oublock,	ru_msgsnd,	ru_msgrcv,	ru_nsignals,	ru_nvcsw,	ru_nivcsw,	cpu_usage (%)
6.001104,		1.000131,		30,		0,		1150,		inf,		83875402,		1008,		1130,		1046,		2.04,		inf,		-inf,		0,		0,		0,		0,		0,		0,		3.981,		4.26,		199988,		0,		0,		0,		48619,		0,		0,		0,		8,		0,		0,		0,		20587,		2122,		1.262e-07
7.001630,		1.000103,		50,		0,		960,		inf,		125764224,		994.4,		1030,		1013,		0.08799,		inf,		-inf,		0,		0,		0,		0,		0,		0,		4.475,		4.96,		200252,		0,		0,		0,		48677,		0,		0,		0,		8,		0,		0,		0,		24090,		2355,		29.48
8.001998,		1.000106,		50,		0,		890,		inf,		125783353,		998.8,		1033,		1013,		0.06154,		inf,		-inf,		0,		0,		0,		0,		0,		0,		5.046,		5.615,		200252,		0,		0,		0,		48677,		0,		0,		0,		8,		0,		0,		0,		26917,		2595,		30.74
9.002370,		1.000123,		16,		0,		776,		inf,		54506227,		991.4,		1040,		1016,		0.2268,		inf,		-inf,		0,		0,		0,		0,		0,		0,		5.395,		6.385,		200252,		0,		0,		0,		48677,		0,		0,		0,		8,		0,		0,		0,		30189,		2791,		27.99
10.002718,		1.000105,		34,		0,		1204,		inf,		92243154,		994.5,		1026,		1009,		0.08807,		inf,		-inf,		0,		0,		0,		0,		0,		0,		5.877,		7.058,		200252,		0,		0,		0,		50035,		0,		0,		0,		8,		0,		0,		0,		33181,		3035,		28.74
11.003095,		1.000098,		60,		0,		940,		inf,		146746231,		963.1,		1018,		985.6,		0.2086,		inf,		-inf,		0,		0,		0,		0,		0,		0,		6.457,		7.732,		200252,		0,		0,		0,		51540,		0,		0,		0,		8,		0,		0,		0,		36152,		3320,		31.49
12.003428,		1.000096,		30,		0,		950,		inf,		83858950,		1005,		1025,		1015,		0.03339,		inf,		-inf,		0,		0,		0,		0,		0,		0,		6.89,		8.447,		200252,		0,		0,		0,		53135,		0,		0,		0,		8,		0,		0,		0,		39096,		3469,		28.74
13.003750,		1.000102,		40,		0,		710,		inf,		104824638,		1007,		1045,		1023,		0.1097,		inf,		-inf,		0,		0,		0,		0,		0,		0,		7.385,		9.143,		200252,		0,		0,		0,		53189,		0,		0,		0,		8,		0,		0,		0,		41981,		3659,		29.74
14.004035,		1.000100,		20,		0,		1110,		inf,		62897045,		984.8,		1016,		1000,		0.07063,		inf,		-inf,		0,		0,		0,		0,		0,		0,		7.755,		9.858,		200252,		0,		0,		0,		54637,		0,		0,		0,		8,		0,		0,		0,		46115,		3793,		26.99
15.004431,		1.000181,		120,		0,		740,		inf,		272525523,		994.6,		1092,		1044,		0.7244,		inf,		-inf,		0,		0,		0,		0,		0,		0,		8.629,		10.42,		222216,		0,		0,		0,		61066,		0,		0,		0,		8,		0,		0,		0,		50731,		4034,		35.98
