16.005121,		1.000138,		220,		0,		670,		inf,		482012942,		1078,		1301,		1184,		3.862,		inf,		-inf,		0,		0,		0,		0,		0,		0,		10.11,		10.89,		226968,		0,		0,		0,		62246,		0,		0,		0,		8,		0,		0,		0,		53361,		4346,		48.47
17.005501,		1.000105,		70,		0,		740,		inf,		167710073,		1051,		1240,		1178,		3.432,		inf,		-inf,		0,		0,		0,		0,		0,		0,		10.73,		11.56,		226968,		0,		0,		0,		62247,		0,		0,		0,		8,		0,		0,		0,		56249,		4570,		32.24
18.006153,		1.000142,		40,		0,		1070,		inf,		104789754,		997.5,		1060,		1031,		0.2901,		inf,		-inf,		0,		0,		0,		0,		0,		0,		11.11,		12.31,		226968,		0,		0,		0,		66041,		0,		0,		0,		8,		0,		0,		0,		60505,		4713,		28.73
19.006538,		1.000110,		111,		0,		713,		inf,		253660256,		999,		1151,		1053,		1.036,		inf,		-inf,		0,		0,		0,		0,		0,		0,		12.05,		12.93,		226968,		0,		0,		0,		67596,		0,		0,		0,		8,		0,		0,		0,		62669,		4971,		38.49
20.006989,		1.000117,		29,		0,		97,		inf,		81752742,		1154,		1205,		1174,		0.2743,		inf,		-inf,		0,		0,		0,		0,		0,		0,		12.47,		13.65,		226968,		0,		0,		0,		67627,		0,		0,		0,		16,		0,		0,		0,		65651,		5212,		28.74
21.007362,		1.000109,		40,		0,		1350,		inf,		104818996,		991.7,		1043,		1019,		0.2001,		inf,		-inf,		0,		0,		0,		0,		0,		0,		12.92,		14.39,		226968,		0,		0,		0,		68992,		0,		0,		0,		16,		0,		0,		0,		68276,		5385,		29.74
22.007715,		1.000132,		40,		0,		1170,		inf,		104821449,		976,		1026,		1007,		0.1809,		inf,		-inf,		0,		0,		0,		0,		0,		0,		13.38,		15.08,		226968,		0,		0,		0,		78561,		0,		0,		0,		16,		0,		0,		0,		72540,		5577,		28.49
23.008184,		1.000204,		170,		0,		830,		inf,		377315082,		1010,		1184,		1089,		2.539,		inf,		-inf,		0,		0,		0,		0,		0,		0,		14.57,		15.6,		226968,		0,		0,		0,		80912,		0,		0,		0,		16,		0,		0,		0,		75320,		5926,		42.73
24.008871,		1.000100,		90,		0,		750,		inf,		209571724,		1132,		1179,		1153,		0.1173,		inf,		-inf,		0,		0,		0,		0,		0,		0,		15.21,		16.3,		226968,		0,		0,		0,		80977,		0,		0,		0,		16,		0,		0,		0,		78626,		6209,		33.98
25.009161,		1.000093,		50,		0,		990,		inf,		125793847,		991.1,		1068,		1017,		0.5396,		inf,		-inf,		0,		0,		0,		0,		0,		0,		15.74,		16.97,		226968,		0,		0,		0,		81132,		0,		0,		0,		16,		0,		0,		0,		83433,		6484,		29.74
26.009815,		1.000092,		160,		0,		640,		inf,		356285115,		1005,		1129,		1072,		1.382,		inf,		-inf,		0,		0,		0,		0,		0,		0,		16.83,		17.48,		226968,		0,		0,		0,		81334,		0,		0,		0,		16,		0,		0,		0,		86609,		6890,		40.22
27.010160,		1.000140,		90,		0,		920,		inf,		209644925,		1026,		1125,		1061,		0.5881,		inf,		-inf,		0,		0,		0,		0,		0,		0,		17.62,		18.08,		226968,		0,		0,		0,		81339,		0,		0,		0,		16,		0,		0,		0,		89770,		7167,		34.74
28.010618,		1.000116,		70,		0,		880,		inf,		167696014,		1058,		1103,		1077,		0.153,		inf,		-inf,		0,		0,		0,		0,		0,		0,		18.17,		18.8,		226968,		0,		0,		0,		81395,		0,		0,		0,		16,		0,		0,		0,		92984,		7388,		31.49
29.010958,		1.000105,		60,		0,		870,		inf,		146751957,		1025,		1069,		1050,		0.1107,		inf,		-inf,		0,		0,		0,		0,		0,		0,		18.75,		19.49,		226968,		0,		0,		0,		81424,		0,		0,		0,		16,		0,		0,		0,		96820,		7705,		31.74
30.013960,		1.000090,		80,		0,		820,		inf,		188180235,		1055,		1101,		1077,		0.1057,		inf,		-inf,		0,		0,		0,		0,		0,		0,		19.33,		20.23,		226968,		0,		0,		0,		81424,		0,		0,		0,		16,		0,		0,		0,		99304,		7988,		32.9
