Experiment id: 31e0a7a8-3dc2-43f6-ae9b-dc375a65b6d2
Performance Test Version: 2113db4
Logfile name: e33f48fb-ac07-49b1-963e-5c6bcd30389c.csv
Communication mean: RCLCPP_SINGLE_THREADED_EXECUTOR
RMW Implementation: rmw_cyclonedds_cpp
DDS domain id: 0
QOS: Reliability: RELIABLE Durability: VOLATILE History kind: KEEP_LAST History depth: 100 Sync. pub/sub: 0
Publishing rate: 100
Topic name: PointCloud1m
Msg name: PointCloud1m
Maximum runtime (sec): 30
Number of publishers: 0
Number of subscribers: 10
Memory check enabled: 0
Use single participant: 0
With security: 0
Zero copy transfer: 0
Roundtrip Mode: NONE
Ignore seconds from beginning: 5

---EXPERIMENT-START---
T_experiment,	T_loop,	received,	sent,	lost,	relative_loss,	data_received,	latency_min (ms),	latency_max (ms),	latency_mean (ms),	latency_variance (ms),	pub_loop_res_min (ms),	pub_loop_res_max (ms),	pub_loop_res_mean (ms),	pub_loop_res_variance (ms),	sub_loop_res_min (ms),	sub_loop_res_max (ms),	sub_loop_res_mean (ms),	sub_loop_res_variance (ms),	ru_utime,	ru_stime,	ru_maxrss,	ru_ixrss,	ru_idrss,	ru_isrss,	ru_minflt,	ru_majflt,	ru_nswap,	ru_inblock,	ru_oublock,	ru_msgsnd,	ru_msgrcv,	ru_nsignals,	ru_nvcsw,	ru_nivcsw,	cpu_usage (%)
6.000841,		1.000107,		150,		0,		820,		inf,		168144822,		984.5,		1020,		1002,		0.02968,		inf,		-inf,		0,		0,		0,		0,		0,		0,		5.575,		3.357,		163896,		0,		0,		0,		41016,		0,		0,		0,		8,		0,		0,		0,		44629,		2192,		1.366e-07
7.001394,		1.000191,		286,		0,		710,		inf,		310931501,		992,		1021,		1002,		0.02504,		inf,		-inf,		0,		0,		0,		0,		0,		0,		6.67,		3.849,		163896,		0,		0,		0,		41611,		0,		0,		0,		8,		0,		0,		0,		52934,		2547,		39.73
8.001800,		1.000100,		194,		0,		440,		inf,		214321623,		976.1,		1028,		997.7,		0.06933,		inf,		-inf,		0,		0,		0,		0,		0,		0,		7.425,		4.424,		163896,		0,		0,		0,		41724,		0,		0,		0,		8,		0,		0,		0,		61862,		2800,		33.24
9.003079,		1.001029,		244,		0,		1074,		inf,		266618648,		978,		1029,		1003,		0.06624,		inf,		-inf,		0,		0,		0,		0,		0,		0,		8.267,		5.022,		164472,		0,		0,		0,		43453,		0,		0,		0,		8,		0,		0,		0,		70212,		3027,		35.95
10.004025,		1.000641,		316,		0,		666,		inf,		342310144,		983.8,		1018,		1001,		0.03359,		inf,		-inf,		0,		0,		0,		0,		0,		0,		9.433,		5.488,		167112,		0,		0,		0,		44109,		0,		0,		0,		8,		0,		0,		0,		77791,		3469,		40.71
11.004312,		1.000092,		290,		0,		460,		inf,		315216994,		972.8,		1036,		1000,		0.1346,		inf,		-inf,		0,		0,		0,		0,		0,		0,		10.46,		6.026,		167640,		0,		0,		0,		44250,		0,		0,		0,		8,		0,		0,		0,		86428,		3786,		38.99
12.004674,		1.000146,		181,		0,		1040,		inf,		200673062,		992.5,		1022,		1004,		0.04997,		inf,		-inf,		0,		0,		0,		0,		0,		0,		11.22,		6.583,		182424,		0,		0,		0,		47963,		0,		0,		0,		8,		0,		0,		0,		95640,		4015,		33.24
13.005079,		1.000095,		329,		0,		600,		inf,		356152596,		982.6,		1033,		1003,		0.04623,		inf,		-inf,		0,		0,		0,		0,		0,		0,		12.39,		7.11,		182688,		0,		0,		0,		47990,		0,		0,		0,		8,		0,		0,		0,		103611,		4383,		42.48
14.005363,		1.000091,		80,		0,		940,		inf,		94565288,		977.6,		1016,		996.8,		0.07177,		inf,		-inf,		0,		0,		0,		0,		0,		0,		12.87,		7.725,		182688,		0,		0,		0,		47990,		0,		0,		0,		8,		0,		0,		0,		114510,		4483,		26.99
15.005656,		1.000088,		180,		0,		800,		inf,		199636109,		986.5,		1029,		1001,		0.03912,		inf,		-inf,		0,		0,		0,		0,		0,		0,		13.6,		8.366,		182688,		0,		0,		0,		48017,		0,		0,		0,		8,		0,		0,		0,		124690,		4772,		34.49
16.005938,		1.000088,		200,		0,		690,		inf,		220652841,		964.7,		1015,		994.9,		0.1468,		inf,		-inf,		0,		0,		0,		0,		0,		0,		14.36,		9.019,		182688,		0,		0,		0,		48296,		0,		0,		0,		8,		0,		0,		0,		134310,		5112,		35.24
17.006224,		1.000089,		260,		0,		710,		inf,		283695277,		980.7,		1018,		999.1,		0.04042,		inf,		-inf,		0,		0,		0,		0,		0,		0,		15.27,		9.586,		182688,		0,		0,		0,		51687,		0,		0,		0,		8,		0,		0,		0,		142127,		5363,		36.74
18.006563,		1.000087,		160,		0,		720,		inf,		178613667,		977,		1025,		1002,		0.07504,		inf,		-inf,		0,		0,		0,		0,		0,		0,		15.93,		10.15,		182688,		0,		0,		0,		54913,		0,		0,		0,		8,		0,		0,		0,		150889,		5589,		30.49
19.006876,		1.000113,		440,		0,		750,		inf,		472812134,		988.6,		1023,		1004,		0.0336,		inf,		-inf,		0,		0,		0,		0,		0,		0,		17.36,		10.55,		182688,		0,		0,		0,		56426,		0,		0,		0,		8,		0,		0,		0,		156805,		5949,		45.74
20.007254,		1.000083,		270,		0,		360,		inf,		294175532,		967,		1014,		994.3,		0.1123,		inf,		-inf,		0,		0,		0,		0,		0,		0,		18.32,		11.12,		182688,		0,		0,		0,		56485,		0,		0,		0,		16,		0,		0,		0,		165210,		6254,		38.24
21.007576,		1.000085,		180,		0,		1030,		inf,		199630529,		980.9,		1027,		1002,		0.03825,		inf,		-inf,		0,		0,		0,		0,		0,		0,		19.02,		11.76,		182688,		0,		0,		0,		56485,		0,		0,		0,		16,		0,		0,		0,		175981,		6427,		33.74
22.008118,		1.000148,		80,		0,		990,		inf,		94541530,		988.7,		1006,		998.6,		0.01856,		inf,		-inf,		0,		0,		0,		0,		0,		0,		19.49,		12.33,		182688,		0,		0,		0,		56485,		0,		0,		0,		16,		0,		0,		0,		186401,		6579,		25.74
23.008659,		1.000147,		340,		0,		670,		inf,		367657787,		986.8,		1025,		1001,		0.04095,		inf,		-inf,		0,		0,		0,		0,		0,		0,		20.66,		12.87,		182688,		0,		0,		0,		59094,		0,		0,		0,		16,		0,		0,		0,		194584,		6907,		42.98
24.009167,		1.000101,		240,		0,		590,		inf,		262621736,		951.5,		1013,		991.5,		0.24,		inf,		-inf,		0,		0,		0,		0,		0,		0,		21.59,		13.35,		182688,		0,		0,		0,		60477,		0,		0,		0,		16,		0,		0,		0,		202823,		7143,		35.23
25.009514,		1.000091,		261,		0,		870,		inf,		284728903,		986.2,		1029,		1005,		0.08246,		inf,		-inf,		0,		0,		0,		0,		0,		0,		22.58,		13.87,		182688,		0,		0,		0,		62205,		0,		0,		0,		16,		0,		0,		0,		210656,		7431,		37.49
26.009895,		1.000100,		329,		0,		570,		inf,		356161641,		969.4,		1028,		1000,		0.113,		inf,		-inf,		0,		0,		0,		0,		0,		0,		23.67,		14.42,		182688,		0,		0,		0,		63858,		0,		0,		0,		16,		0,		0,		0,		218607,		7971,		41.23
27.010252,		1.000116,		220,		0,		830,		inf,		241649438,		988.3,		1012,		999,		0.02192,		inf,		-inf,		0,		0,		0,		0,		0,		0,		24.5,		15,		182688,		0,		0,		0,		66833,		0,		0,		0,		16,		0,		0,		0,		227241,		8229,		35.24
28.010576,		1.000100,		230,		0,		610,		inf,		252163841,		985.6,		1026,		1001,		0.03558,		inf,		-inf,		0,		0,		0,		0,		0,		0,		25.35,		15.56,		182688,		0,		0,		0,		69832,		0,		0,		0,		16,		0,		0,		0,		235984,		8464,		35.49
29.022078,		1.011256,		427,		0,		720,		inf,		454075172,		984.1,		1041,		1007,		0.1323,		inf,		-inf,		0,		0,		0,		0,		0,		0,		26.85,		15.95,		188976,		0,		0,		0,		74255,		0,		0,		0,		16,		0,		0,		0,		241469,		8859,		46.47
30.022467,		1.000104,		163,		0,		800,		inf,		181756003,		986.5,		1023,		1002,		0.03612,		inf,		-inf,		0,		0,		0,		0,		0,		0,		27.5,		16.52,		189504,		0,		0,		0,		74357,		0,		0,		0,		16,		0,		0,		0,		251228,		9154,		30.74
