Experiment id: 1b06f0a3-6ab1-4823-bdbc-c41d7452685c
Performance Test Version: 2113db4
Logfile name: f2c53686-3814-419f-9273-153a5761aa7b.csv
Communication mean: RCLCPP_SINGLE_THREADED_EXECUTOR
RMW Implementation: rmw_cyclonedds_cpp
DDS domain id: 0
QOS: Reliability: RELIABLE Durability: VOLATILE History kind: KEEP_LAST History depth: 100 Sync. pub/sub: 0
Publishing rate: 0
Topic name: Array2m
Msg name: Array2m
Maximum runtime (sec): 30
Number of publishers: 0
Number of subscribers: 10
Memory check enabled: 0
Use single participant: 0
With security: 0
Zero copy transfer: 0
Roundtrip Mode: NONE
Ignore seconds from beginning: 5

---EXPERIMENT-START---
T_experiment,	T_loop,	received,	sent,	lost,	relative_loss,	data_received,	latency_min (ms),	latency_max (ms),	latency_mean (ms),	latency_variance (ms),	pub_loop_res_min (ms),	pub_loop_res_max (ms),	pub_loop_res_mean (ms),	pub_loop_res_variance (ms),	sub_loop_res_min (ms),	sub_loop_res_max (ms),	sub_loop_res_mean (ms),	sub_loop_res_variance (ms),	ru_utime,	ru_stime,	ru_maxrss,	ru_ixrss,	ru_idrss,	ru_isrss,	ru_minflt,	ru_majflt,	ru_nswap,	ru_inblock,	ru_oublock,	ru_msgsnd,	ru_msgrcv,	ru_nsignals,	ru_nvcsw,	ru_nivcsw,	cpu_usage (%)
6.000687,		1.000116,		100,		0,		1200,		inf,		230660033,		1038,		1162,		1110,		1.871,		inf,		-inf,		0,		0,		0,		0,		0,		0,		5.464,		3.814,		229132,		0,		0,		0,		56379,		0,		0,		0,		8,		0,		0,		0,		22149,		2048,		1.42e-07
7.001172,		1.000125,		130,		0,		760,		inf,		293460459,		1077,		1176,		1121,		0.8113,		inf,		-inf,		0,		0,		0,		0,		0,		0,		6.369,		4.426,		229660,		0,		0,		0,		56493,		0,		0,		0,		8,		0,		0,		0,		25410,		2490,		37.73
8.001632,		1.000181,		44,		0,		868,		inf,		113195372,		1009,		1075,		1028,		0.3701,		inf,		-inf,		0,		0,		0,		0,		0,		0,		6.816,		5.181,		229660,		0,		0,		0,		56493,		0,		0,		0,		8,		0,		0,		0,		28792,		2797,		30.24
9.002399,		1.000198,		62,		0,		882,		inf,		150880221,		1018,		1062,		1037,		0.1027,		inf,		-inf,		0,		0,		0,		0,		0,		0,		7.378,		5.875,		229660,		0,		0,		0,		56915,		0,		0,		0,		8,		0,		0,		0,		31581,		3211,		31.23
10.002848,		1.000122,		34,		0,		910,		inf,		92233734,		1013,		1061,		1042,		0.1943,		inf,		-inf,		0,		0,		0,		0,		0,		0,		7.804,		6.591,		229660,		0,		0,		0,		57171,		0,		0,		0,		8,		0,		0,		0,		34714,		3391,		28.74
11.003229,		1.000096,		40,		0,		970,		inf,		104818412,		976.7,		1028,		1001,		0.182,		inf,		-inf,		0,		0,		0,		0,		0,		0,		8.273,		7.283,		229660,		0,		0,		0,		60744,		0,		0,		0,		8,		0,		0,		0,		38599,		3593,		28.99
12.007047,		1.003585,		68,		0,		944,		inf,		162957109,		994.2,		1048,		1030,		0.1646,		inf,		-inf,		0,		0,		0,		0,		0,		0,		8.882,		7.947,		229660,		0,		0,		0,		65359,		0,		0,		0,		8,		0,		0,		0,		43248,		3854,		31.63
13.011218,		1.003923,		138,		0,		702,		inf,		309091709,		1040,		1184,		1118,		1.763,		inf,		-inf,		0,		0,		0,		0,		0,		0,		9.887,		8.56,		236428,		0,		0,		0,		67528,		0,		0,		0,		8,		0,		0,		0,		46568,		4157,		40.08
14.011573,		1.000111,		164,		0,		604,		inf,		364777911,		1066,		1238,		1152,		2.107,		inf,		-inf,		0,		0,		0,		0,		0,		0,		11.01,		9.1,		236692,		0,		0,		0,		67642,		0,		0,		0,		8,		0,		0,		0,		49986,		4635,		41.49
15.011925,		1.000092,		70,		0,		900,		inf,		167714307,		1008,		1059,		1034,		0.1503,		inf,		-inf,		0,		0,		0,		0,		0,		0,		11.67,		9.755,		236692,		0,		0,		0,		70447,		0,		0,		0,		8,		0,		0,		0,		52910,		4892,		32.99
