Experiment id: 0cca86c5-854b-4866-86cb-c1811e7c6990
Performance Test Version: df0e7a3
Logfile name: logs/interhost_relay_Array16k_500_best_effort.csv
Communication mean: RCLCPP_SINGLE_THREADED_EXECUTOR
RMW Implementation: rmw_cyclonedds_cpp
DDS domain id: 0
QOS: Reliability: BEST_EFFORT Durability: VOLATILE History kind: KEEP_LAST History depth: 16 Sync. pub/sub: 0
Publishing rate: 500
Topic name: Array16k
Msg name: Array16k
Maximum runtime (sec): 35
Number of publishers: 1
Number of subscribers: 1
Memory check enabled: 0
Use single participant: 0
With security: 0
Zero copy transfer: 0
Roundtrip Mode: RELAY
Ignore seconds from beginning: 5

---EXPERIMENT-START---
T_experiment,	T_loop,	received,	sent,	lost,	relative_loss,	data_received,	latency_min (ms),	latency_max (ms),	latency_mean (ms),	latency_variance (ms),	pub_loop_res_min (ms),	pub_loop_res_max (ms),	pub_loop_res_mean (ms),	pub_loop_res_variance (ms),	sub_loop_res_min (ms),	sub_loop_res_max (ms),	sub_loop_res_mean (ms),	sub_loop_res_variance (ms),	ru_utime,	ru_stime,	ru_maxrss,	ru_ixrss,	ru_idrss,	ru_isrss,	ru_minflt,	ru_majflt,	ru_nswap,	ru_inblock,	ru_oublock,	ru_msgsnd,	ru_msgrcv,	ru_nsignals,	ru_nvcsw,	ru_nivcsw,	cpu_usage (%)
6.000338,		1.000055,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		2.867e+08,		3.436e+08,		3.152e+08,		2.701e+11,		0,		0,		0,		0,		6.356,		0,		15016,		0,		0,		0,		1669,		0,		0,		0,		8,		0,		0,		0,		4982,		34,		-0.003652
7.000443,		1.000055,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		3.436e+08,		4.013e+08,		3.725e+08,		2.773e+11,		0,		0,		0,		0,		7.412,		0,		15016,		0,		0,		0,		1669,		0,		0,		0,		8,		0,		0,		0,		5983,		39,		6.624
8.000526,		1.000055,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		4.013e+08,		4.59e+08,		4.302e+08,		2.775e+11,		0,		0,		0,		0,		8.468,		0,		15016,		0,		0,		0,		1669,		0,		0,		0,		8,		0,		0,		0,		6986,		42,		6.562
9.000609,		1.000056,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		4.59e+08,		5.167e+08,		4.878e+08,		2.766e+11,		0,		0,		0,		0,		9.524,		0,		15016,		0,		0,		0,		1669,		0,		0,		0,		8,		0,		0,		0,		7992,		46,		6.624
10.000697,		1.000055,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		5.167e+08,		5.743e+08,		5.455e+08,		2.772e+11,		0,		0,		0,		0,		10.58,		0,		15016,		0,		0,		0,		1669,		0,		0,		0,		8,		0,		0,		0,		8998,		53,		6.562
11.000778,		1.000055,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		5.743e+08,		6.32e+08,		6.032e+08,		2.77e+11,		0,		0,		0,		0,		11.64,		0,		15016,		0,		0,		0,		1669,		0,		0,		0,		8,		0,		0,		0,		9999,		60,		6.624
12.000859,		1.000055,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		6.32e+08,		6.897e+08,		6.609e+08,		2.778e+11,		0,		0,		0,		0,		12.69,		0,		15016,		0,		0,		0,		1669,		0,		0,		0,		8,		0,		0,		0,		11001,		69,		6.624
13.000940,		1.000056,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		6.897e+08,		7.474e+08,		7.186e+08,		2.773e+11,		0,		0,		0,		0,		13.75,		0,		15016,		0,		0,		0,		1669,		0,		0,		0,		8,		0,		0,		0,		12002,		73,		6.562
14.001019,		1.000055,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		7.474e+08,		8.051e+08,		7.763e+08,		2.778e+11,		0,		0,		0,		0,		14.8,		0,		15016,		0,		0,		0,		1669,		0,		0,		0,		8,		0,		0,		0,		13003,		79,		6.624
15.001099,		1.000055,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		8.051e+08,		8.629e+08,		8.34e+08,		2.775e+11,		0,		0,		0,		0,		15.86,		0,		15016,		0,		0,		0,		1669,		0,		0,		0,		8,		0,		0,		0,		14004,		83,		6.624
