16.001175,		1.000055,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		8.629e+08,		9.206e+08,		8.917e+08,		2.776e+11,		0,		0,		0,		0,		16.92,		0,		15016,		0,		0,		0,		1669,		0,		0,		0,		8,		0,		0,		0,		15007,		87,		6.562
17.001257,		1.000055,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		9.206e+08,		9.783e+08,		9.494e+08,		2.773e+11,		0,		0,		0,		0,		17.97,		0,		15016,		0,		0,		0,		1670,		0,		0,		0,		8,		0,		0,		0,		16011,		90,		6.624
18.001339,		1.000055,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		9.783e+08,		1.036e+09,		1.007e+09,		2.772e+11,		0,		0,		0,		0,		19.03,		0,		15016,		0,		0,		0,		1670,		0,		0,		0,		8,		0,		0,		0,		17017,		93,		6.562
19.001432,		1.000068,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		1.036e+09,		1.094e+09,		1.065e+09,		2.777e+11,		0,		0,		0,		0,		20.09,		0,		15016,		0,		0,		0,		1670,		0,		0,		0,		8,		0,		0,		0,		18019,		98,		6.624
20.001524,		1.000055,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		1.094e+09,		1.151e+09,		1.123e+09,		2.775e+11,		0,		0,		0,		0,		21.15,		0,		15016,		0,		0,		0,		1670,		0,		0,		0,		16,		0,		0,		0,		19021,		104,		6.624
21.001616,		1.000067,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		1.151e+09,		1.209e+09,		1.18e+09,		2.772e+11,		0,		0,		0,		0,		22.21,		0,		15016,		0,		0,		0,		1670,		0,		0,		0,		16,		0,		0,		0,		20022,		109,		6.624
22.001707,		1.000055,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		1.209e+09,		1.267e+09,		1.238e+09,		2.771e+11,		0,		0,		0,		0,		23.26,		0,		15016,		0,		0,		0,		1670,		0,		0,		0,		16,		0,		0,		0,		21024,		116,		6.624
23.001787,		1.000055,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		1.267e+09,		1.324e+09,		1.296e+09,		2.773e+11,		0,		0,		0,		0,		24.32,		0,		15016,		0,		0,		0,		1670,		0,		0,		0,		16,		0,		0,		0,		22025,		120,		6.624
24.001865,		1.000055,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		1.324e+09,		1.382e+09,		1.353e+09,		2.773e+11,		0,		0,		0,		0,		25.38,		0,		15016,		0,		0,		0,		1670,		0,		0,		0,		16,		0,		0,		0,		23028,		122,		6.562
25.001945,		1.000056,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		1.382e+09,		1.44e+09,		1.411e+09,		2.772e+11,		0,		0,		0,		0,		26.44,		0,		15016,		0,		0,		0,		1670,		0,		0,		0,		16,		0,		0,		0,		24032,		126,		6.624
26.002024,		1.000055,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		1.44e+09,		1.497e+09,		1.469e+09,		2.772e+11,		0,		0,		0,		0,		27.49,		0,		15016,		0,		0,		0,		1670,		0,		0,		0,		16,		0,		0,		0,		25039,		132,		6.624
27.002104,		1.000055,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		1.497e+09,		1.555e+09,		1.526e+09,		2.775e+11,		0,		0,		0,		0,		28.55,		0,		15016,		0,		0,		0,		1670,		0,		0,		0,		16,		0,		0,		0,		26040,		136,		6.624
28.002184,		1.000055,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		1.555e+09,		1.613e+09,		1.584e+09,		2.775e+11,		0,		0,		0,		0,		29.61,		0,		15016,		0,		0,		0,		1670,		0,		0,		0,		16,		0,		0,		0,		27041,		138,		6.562
29.002264,		1.000055,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		1.613e+09,		1.671e+09,		1.642e+09,		2.776e+11,		0,		0,		0,		0,		30.67,		0,		15016,		0,		0,		0,		1670,		0,		0,		0,		16,		0,		0,		0,		28042,		142,		6.624
30.002346,		1.000055,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		1.671e+09,		1.728e+09,		1.699e+09,		2.771e+11,		0,		0,		0,		0,		31.72,		0,		15016,		0,		0,		0,		1670,		0,		0,		0,		16,		0,		0,		0,		29043,		150,		6.624
31.002424,		1.000055,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		1.728e+09,		1.786e+09,		1.757e+09,		2.771e+11,		0,		0,		0,		0,		32.78,		0,		15016,		0,		0,		0,		1670,		0,		0,		0,		16,		0,		0,		0,		30044,		156,		6.624
32.002506,		1.000055,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		1.786e+09,		1.843e+09,		1.815e+09,		2.76e+11,		0,		0,		0,		0,		33.84,		0,		15016,		0,		0,		0,		1670,		0,		0,		0,		16,		0,		0,		0,		31048,		162,		6.562
33.002583,		1.000055,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		1.843e+09,		1.901e+09,		1.872e+09,		2.772e+11,		0,		0,		0,		0,		34.9,		0,		15016,		0,		0,		0,		1670,		0,		0,		0,		16,		0,		0,		0,		32052,		166,		6.624
34.002663,		1.000055,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		1.901e+09,		1.959e+09,		1.93e+09,		2.771e+11,		0,		0,		0,		0,		35.95,		0,		15016,		0,		0,		0,		1670,		0,		0,		0,		24,		0,		0,		0,		33058,		173,		6.624
35.002747,		1.000055,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		1.959e+09,		2.016e+09,		1.988e+09,		2.772e+11,		0,		0,		0,		0,		37.01,		0,		15016,		0,		0,		0,		1670,		0,		0,		0,		24,		0,		0,		0,		34059,		178,		6.562
