16.001202,		1.000054,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		2.211e+10,		2.358e+10,		2.285e+10,		1.81e+14,		0,		0,		0,		0,		16.05,		0,		15064,		0,		0,		0,		1673,		0,		0,		0,		8,		0,		0,		0,		820,		42,		6.25
17.001282,		1.000054,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		2.358e+10,		2.506e+10,		2.432e+10,		1.811e+14,		0,		0,		0,		0,		17.05,		0,		15064,		0,		0,		0,		1674,		0,		0,		0,		8,		0,		0,		0,		864,		46,		6.312
18.001358,		1.000054,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		2.506e+10,		2.653e+10,		2.579e+10,		1.807e+14,		0,		0,		0,		0,		18.05,		0,		15064,		0,		0,		0,		1674,		0,		0,		0,		8,		0,		0,		0,		910,		49,		6.25
19.001436,		1.000054,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		2.653e+10,		2.8e+10,		2.727e+10,		1.81e+14,		0,		0,		0,		0,		19.06,		0,		15064,		0,		0,		0,		1674,		0,		0,		0,		8,		0,		0,		0,		951,		51,		6.25
20.001553,		1.000085,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		2.8e+10,		2.948e+10,		2.874e+10,		1.807e+14,		0,		0,		0,		0,		20.06,		0,		15064,		0,		0,		0,		1674,		0,		0,		0,		16,		0,		0,		0,		992,		55,		6.249
21.001680,		1.000086,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		2.948e+10,		3.095e+10,		3.021e+10,		1.811e+14,		0,		0,		0,		0,		21.06,		0,		15064,		0,		0,		0,		1674,		0,		0,		0,		16,		0,		0,		0,		1033,		59,		6.312
22.001791,		1.000084,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		3.095e+10,		3.242e+10,		3.169e+10,		1.812e+14,		0,		0,		0,		0,		22.06,		0,		15064,		0,		0,		0,		1674,		0,		0,		0,		16,		0,		0,		0,		1075,		63,		6.249
23.001900,		1.000084,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		3.242e+10,		3.39e+10,		3.316e+10,		1.812e+14,		0,		0,		0,		0,		23.07,		0,		15064,		0,		0,		0,		1674,		0,		0,		0,		16,		0,		0,		0,		1116,		65,		6.249
24.002010,		1.000088,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		3.39e+10,		3.537e+10,		3.464e+10,		1.808e+14,		0,		0,		0,		0,		24.07,		0,		15064,		0,		0,		0,		1674,		0,		0,		0,		16,		0,		0,		0,		1159,		68,		6.249
25.002129,		1.000095,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		3.537e+10,		3.684e+10,		3.611e+10,		1.808e+14,		0,		0,		0,		0,		25.07,		0,		15064,		0,		0,		0,		1674,		0,		0,		0,		16,		0,		0,		0,		1203,		70,		6.312
26.002253,		1.000084,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		3.684e+10,		3.832e+10,		3.758e+10,		1.807e+14,		0,		0,		0,		0,		26.07,		0,		15064,		0,		0,		0,		1674,		0,		0,		0,		16,		0,		0,		0,		1249,		73,		6.249
27.002371,		1.000095,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		3.832e+10,		3.979e+10,		3.905e+10,		1.809e+14,		0,		0,		0,		0,		27.08,		0,		15064,		0,		0,		0,		1674,		0,		0,		0,		16,		0,		0,		0,		1290,		77,		6.249
28.002480,		1.000056,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		3.979e+10,		4.126e+10,		4.053e+10,		1.805e+14,		0,		0,		0,		0,		28.08,		0,		15064,		0,		0,		0,		1674,		0,		0,		0,		16,		0,		0,		0,		1331,		81,		6.312
29.002590,		1.000086,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		4.126e+10,		4.274e+10,		4.2e+10,		1.813e+14,		0,		0,		0,		0,		29.08,		0,		15064,		0,		0,		0,		1674,		0,		0,		0,		16,		0,		0,		0,		1372,		85,		6.249
30.002701,		1.000085,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		4.274e+10,		4.421e+10,		4.347e+10,		1.811e+14,		0,		0,		0,		0,		30.09,		0,		15064,		0,		0,		0,		1674,		0,		0,		0,		16,		0,		0,		0,		1413,		89,		6.249
31.002806,		1.000084,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		4.421e+10,		4.569e+10,		4.495e+10,		1.811e+14,		0,		0,		0,		0,		31.09,		0,		15064,		0,		0,		0,		1674,		0,		0,		0,		16,		0,		0,		0,		1454,		95,		6.249
32.002914,		1.000085,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		4.569e+10,		4.716e+10,		4.642e+10,		1.806e+14,		0,		0,		0,		0,		32.09,		0,		15064,		0,		0,		0,		1674,		0,		0,		0,		24,		0,		0,		0,		1498,		99,		6.312
33.003021,		1.000085,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		4.716e+10,		4.863e+10,		4.789e+10,		1.807e+14,		0,		0,		0,		0,		33.09,		0,		15064,		0,		0,		0,		1674,		0,		0,		0,		24,		0,		0,		0,		1542,		100,		6.249
34.003136,		1.000090,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		4.863e+10,		5.01e+10,		4.937e+10,		1.808e+14,		0,		0,		0,		0,		34.1,		0,		15064,		0,		0,		0,		1674,		0,		0,		0,		24,		0,		0,		0,		1588,		101,		6.249
35.003254,		1.000087,		0,		0,		0,		-nan,		0,		inf,		-inf,		0,		-nan,		5.01e+10,		5.158e+10,		5.084e+10,		1.807e+14,		0,		0,		0,		0,		35.1,		0,		15064,		0,		0,		0,		1674,		0,		0,		0,		24,		0,		0,		0,		1629,		103,		6.249
