Experiment id: ebae43c1-19b7-4000-aae6-d18b574183e2
Performance Test Version: 
Logfile name: 0b8a5c23-5cfb-4848-9f2b-4b4d6669ff5a.csv
Communication mean: RCLCPP_SINGLE_THREADED_EXECUTOR
RMW Implementation: rmw_fastrtps_cpp
DDS domain id: 0
QOS: Reliability: RELIABLE Durability: VOLATILE History kind: KEEP_LAST History depth: 100 Sync. pub/sub: 0
Publishing rate: 100
Topic name: PointCloud4m
Msg name: PointCloud4m
Maximum runtime (sec): 30
Number of publishers: 0
Number of subscribers: 10
Memory check enabled: 0
Use single participant: 0
With security: 0
Zero copy transfer: 0
Roundtrip Mode: NONE
Ignore seconds from beginning: 5

---EXPERIMENT-START---
T_experiment,	T_loop,	received,	sent,	lost,	relative_loss,	data_received,	latency_min (ms),	latency_max (ms),	latency_mean (ms),	latency_variance (ms),	pub_loop_res_min (ms),	pub_loop_res_max (ms),	pub_loop_res_mean (ms),	pub_loop_res_variance (ms),	sub_loop_res_min (ms),	sub_loop_res_max (ms),	sub_loop_res_mean (ms),	sub_loop_res_variance (ms),	ru_utime,	ru_stime,	ru_maxrss,	ru_ixrss,	ru_idrss,	ru_isrss,	ru_minflt,	ru_majflt,	ru_nswap,	ru_inblock,	ru_oublock,	ru_msgsnd,	ru_msgrcv,	ru_nsignals,	ru_nvcsw,	ru_nivcsw,	cpu_usage (%)
6.035003,		1.002164,		560,		0,		411,		inf,		2386975205,		864,		1048,		978.3,		1.269,		inf,		-inf,		0,		0,		0,		0,		0,		0,		9046875000,		9734375000,		4217664,		0,		0,		0,		0,		3766004,		0,		0,		0,		0,		0,		0,		0,		0,		0
7.038411,		1.003255,		844,		0,		279,		inf,		3571854575,		851,		1103,		979.8,		2.321,		inf,		-inf,		0,		0,		0,		0,		0,		0,		11281250000,		12562500000,		4217712,		0,		0,		0,		0,		4642652,		0,		0,		0,		0,		0,		0,		0,		0,		42.04
8.041936,		1.003436,		578,		0,		357,		inf,		2459023540,		869.7,		1062,		986.2,		1.163,		inf,		-inf,		0,		0,		0,		0,		0,		0,		13343750000,		14375000000,		4217712,		0,		0,		0,		0,		5253184,		0,		0,		0,		0,		0,		0,		0,		0,		32.18
9.045486,		1.003340,		753,		0,		128,		inf,		3190790225,		827.5,		1050,		958.1,		2.65,		inf,		-inf,		0,		0,		0,		0,		0,		0,		15406250000,		16843750000,		4217712,		0,		0,		0,		0,		6033098,		0,		0,		0,		0,		0,		0,		0,		0,		37.63
10.049957,		1.004321,		675,		0,		325,		inf,		2861998862,		792.8,		1062,		982.1,		1.69,		inf,		-inf,		0,		0,		0,		0,		0,		0,		17421875000,		18593750000,		4217712,		0,		0,		0,		0,		6742322,		0,		0,		0,		0,		0,		0,		0,		0,		31.24
11.065129,		1.014584,		691,		0,		329,		inf,		2939281102,		910.7,		1040,		968.3,		1.324,		inf,		-inf,		0,		0,		0,		0,		0,		0,		19343750000,		20984375000,		4217712,		0,		0,		0,		0,		7462745,		0,		0,		0,		0,		0,		0,		0,		0,		35.4
12.068445,		1.003212,		628,		0,		341,		inf,		2668681510,		507.9,		1048,		940.3,		9.445,		inf,		-inf,		0,		0,		0,		0,		0,		0,		21062500000,		22937500000,		4217712,		0,		0,		0,		0,		8122158,		0,		0,		0,		0,		0,		0,		0,		0,		30.5
13.084038,		1.015363,		735,		0,		226,		inf,		3119897447,		843.6,		1074,		993.3,		1.219,		inf,		-inf,		0,		0,		0,		0,		0,		0,		22843750000,		25593750000,		4217712,		0,		0,		0,		0,		8892766,		0,		0,		0,		0,		0,		0,		0,		0,		36.41
14.090185,		1.006052,		760,		0,		250,		inf,		3211759048,		884.9,		1036,		963.9,		1.316,		inf,		-inf,		0,		0,		0,		0,		0,		0,		25218750000,		28125000000,		4217712,		0,		0,		0,		0,		9683216,		0,		0,		0,		0,		0,		0,		0,		0,		40.64
15.092485,		1.002191,		764,		0,		267,		inf,		3240827212,		897.1,		1069,		996.7,		1.217,		inf,		-inf,		0,		0,		0,		0,		0,		0,		27593750000,		30687500000,		4217712,		0,		0,		0,		0,		10482771,		0,		0,		0,		0,		0,		0,		0,		0,		41.05
