20.109224,		1.015543,		280,		0,		780,		inf,		1198325445,		977,		1007,		990.6,		0.03677,		inf,		-inf,		0,		0,		0,		0,		0,		0,		14078125000,		42406250000,		464148,		0,		0,		0,		0,		12922872,		0,		0,		0,		0,		0,		0,		0,		0,		14.62
21.112665,		1.003365,		640,		0,		220,		inf,		2718531502,		916.9,		1004,		973.8,		0.4707,		inf,		-inf,		0,		0,		0,		0,		0,		0,		15171875000,		44953125000,		464148,		0,		0,		0,		0,		13746458,		0,		0,		0,		0,		0,		0,		0,		0,		30.23
22.115988,		1.003228,		320,		0,		790,		inf,		1380342423,		977,		1011,		992.3,		0.0599,		inf,		-inf,		0,		0,		0,		0,		0,		0,		15671875000,		46359375000,		464148,		0,		0,		0,		0,		14240071,		0,		0,		0,		0,		0,		0,		0,		0,		15.83
23.119278,		1.003201,		679,		0,		360,		inf,		2882081891,		932.9,		1010,		983.5,		0.263,		inf,		-inf,		0,		0,		0,		0,		0,		0,		16406250000,		49718750000,		464148,		0,		0,		0,		0,		15107007,		0,		0,		0,		0,		0,		0,		0,		0,		34
24.122704,		1.003329,		291,		0,		540,		inf,		1258909324,		938.7,		1014,		993.4,		0.1029,		inf,		-inf,		0,		0,		0,		0,		0,		0,		16562500000,		51031250000,		464148,		0,		0,		0,		0,		15569360,		0,		0,		0,		0,		0,		0,		0,		0,		12.2
25.123802,		1.001013,		520,		0,		540,		inf,		2221835090,		949.2,		1013,		988.5,		0.1721,		inf,		-inf,		0,		0,		0,		0,		0,		0,		17453125000,		53140625000,		464148,		0,		0,		0,		0,		16280030,		0,		0,		0,		0,		0,		0,		0,		0,		24.97
26.125908,		1.002040,		380,		0,		530,		inf,		1633294684,		974.9,		1008,		992.7,		0.03884,		inf,		-inf,		0,		0,		0,		0,		0,		0,		17875000000,		54875000000,		464148,		0,		0,		0,		0,		16832870,		0,		0,		0,		0,		0,		0,		0,		0,		17.93
27.128065,		1.002076,		540,		0,		540,		inf,		2303243545,		973.7,		1016,		993.3,		0.09483,		inf,		-inf,		0,		0,		0,		0,		0,		0,		18656250000,		56765625000,		464148,		0,		0,		0,		0,		17558344,		0,		0,		0,		0,		0,		0,		0,		0,		22.22
28.135000,		1.006854,		599,		0,		370,		inf,		2538221905,		924.5,		1010,		976.2,		0.3778,		inf,		-inf,		0,		0,		0,		0,		0,		0,		19906250000,		59312500000,		464148,		0,		0,		0,		0,		18344593,		0,		0,		0,		0,		0,		0,		0,		0,		31.42
29.140627,		1.005490,		321,		0,		650,		inf,		1381350392,		935.9,		1012,		981.3,		0.369,		inf,		-inf,		0,		0,		0,		0,		0,		0,		20500000000,		60734375000,		464148,		0,		0,		0,		0,		18829833,		0,		0,		0,		0,		0,		0,		0,		0,		16.7
30.156290,		1.015578,		719,		0,		300,		inf,		3053577670,		932.3,		1010,		980,		0.3423,		inf,		-inf,		0,		0,		0,		0,		0,		0,		21703125000,		64046875000,		488956,		0,		0,		0,		0,		19753396,		0,		0,		0,		0,		0,		0,		0,		0,		37.05
