16.057899,		1.001025,		0,		0,		0,		-nan(ind),		0,		inf,		-inf,		0,		-nan(ind),		inf,		-inf,		0,		0,		0,		0,		0,		0,		1140625000,		2781250000,		133056,		0,		0,		0,		0,		2375141,		0,		0,		0,		0,		0,		0,		0,		0,		0
17.060034,		1.002083,		0,		0,		0,		-nan(ind),		0,		inf,		-inf,		0,		-nan(ind),		inf,		-inf,		0,		0,		0,		0,		0,		0,		1140625000,		2781250000,		133056,		0,		0,		0,		0,		2375141,		0,		0,		0,		0,		0,		0,		0,		0,		0
18.063284,		1.003199,		0,		0,		0,		-nan(ind),		0,		inf,		-inf,		0,		-nan(ind),		inf,		-inf,		0,		0,		0,		0,		0,		0,		1140625000,		2781250000,		133056,		0,		0,		0,		0,		2375141,		0,		0,		0,		0,		0,		0,		0,		0,		0
19.065632,		1.002301,		0,		0,		0,		-nan(ind),		0,		inf,		-inf,		0,		-nan(ind),		inf,		-inf,		0,		0,		0,		0,		0,		0,		1140625000,		2781250000,		133056,		0,		0,		0,		0,		2375141,		0,		0,		0,		0,		0,		0,		0,		0,		0
20.067801,		1.002086,		0,		0,		0,		-nan(ind),		0,		inf,		-inf,		0,		-nan(ind),		inf,		-inf,		0,		0,		0,		0,		0,		0,		1140625000,		2781250000,		133056,		0,		0,		0,		0,		2375141,		0,		0,		0,		0,		0,		0,		0,		0,		0
21.070354,		1.002502,		0,		0,		0,		-nan(ind),		0,		inf,		-inf,		0,		-nan(ind),		inf,		-inf,		0,		0,		0,		0,		0,		0,		1140625000,		2781250000,		133056,		0,		0,		0,		0,		2375141,		0,		0,		0,		0,		0,		0,		0,		0,		0
22.072561,		1.002144,		0,		0,		0,		-nan(ind),		0,		inf,		-inf,		0,		-nan(ind),		inf,		-inf,		0,		0,		0,		0,		0,		0,		1140625000,		2781250000,		133056,		0,		0,		0,		0,		2375141,		0,		0,		0,		0,		0,		0,		0,		0,		0
23.075891,		1.003278,		0,		0,		0,		-nan(ind),		0,		inf,		-inf,		0,		-nan(ind),		inf,		-inf,		0,		0,		0,		0,		0,		0,		1140625000,		2781250000,		133056,		0,		0,		0,		0,		2375141,		0,		0,		0,		0,		0,		0,		0,		0,		0
24.078192,		1.002246,		0,		0,		0,		-nan(ind),		0,		inf,		-inf,		0,		-nan(ind),		inf,		-inf,		0,		0,		0,		0,		0,		0,		1140625000,		2781250000,		133056,		0,		0,		0,		0,		2375141,		0,		0,		0,		0,		0,		0,		0,		0,		0
25.081453,		1.003208,		0,		0,		0,		-nan(ind),		0,		inf,		-inf,		0,		-nan(ind),		inf,		-inf,		0,		0,		0,		0,		0,		0,		1140625000,		2781250000,		133056,		0,		0,		0,		0,		2375141,		0,		0,		0,		0,		0,		0,		0,		0,		0
26.082552,		1.001043,		0,		0,		0,		-nan(ind),		0,		inf,		-inf,		0,		-nan(ind),		inf,		-inf,		0,		0,		0,		0,		0,		0,		1140625000,		2781250000,		133056,		0,		0,		0,		0,		2375141,		0,		0,		0,		0,		0,		0,		0,		0,		0
27.084675,		1.002068,		0,		0,		0,		-nan(ind),		0,		inf,		-inf,		0,		-nan(ind),		inf,		-inf,		0,		0,		0,		0,		0,		0,		1140625000,		2781250000,		133056,		0,		0,		0,		0,		2375141,		0,		0,		0,		0,		0,		0,		0,		0,		0
28.092262,		1.007534,		0,		0,		0,		-nan(ind),		0,		inf,		-inf,		0,		-nan(ind),		inf,		-inf,		0,		0,		0,		0,		0,		0,		1140625000,		2781250000,		133056,		0,		0,		0,		0,		2375141,		0,		0,		0,		0,		0,		0,		0,		0,		0
29.093349,		1.001036,		0,		0,		0,		-nan(ind),		0,		inf,		-inf,		0,		-nan(ind),		inf,		-inf,		0,		0,		0,		0,		0,		0,		1140625000,		2781250000,		133056,		0,		0,		0,		0,		2375141,		0,		0,		0,		0,		0,		0,		0,		0,		0
30.096699,		1.003297,		0,		0,		0,		-nan(ind),		0,		inf,		-inf,		0,		-nan(ind),		inf,		-inf,		0,		0,		0,		0,		0,		0,		1140625000,		2781250000,		133056,		0,		0,		0,		0,		2375151,		0,		0,		0,		0,		0,		0,		0,		0,		0
