21.007193,		1.000110,		951,		316,		0,		0.00,		1002291764,		6.413,		8.048,		7.176,		7.962e-05,		-7755,		-7390,		-7572,		11.07,		0,		0,		0,		0,		82.66,		1.543,		48988,		0,		0,		0,		8920,		0,		0,		0,		16,		0,		0,		0,		35800,		35228,		99.71
22.007534,		1.000117,		948,		317,		0,		0.00,		999182661,		6.169,		7.894,		7.104,		6.435e-05,		-8119,		-7756,		-7937,		11.05,		0,		0,		0,		0,		86.59,		1.607,		48988,		0,		0,		0,		8920,		0,		0,		0,		16,		0,		0,		0,		37529,		36930,		99.72
23.008030,		1.000234,		951,		317,		0,		0.00,		1002180176,		6.439,		8.013,		7.064,		6.098e-05,		-8484,		-8121,		-8302,		11.08,		0,		0,		0,		0,		90.49,		1.691,		48988,		0,		0,		0,		8920,		0,		0,		0,		16,		0,		0,		0,		39222,		38626,		99.95
24.008492,		1.000110,		948,		315,		0,		0.00,		999061816,		5.901,		8.217,		7.075,		5.493e-05,		-8852,		-8485,		-8669,		11.16,		0,		0,		0,		0,		94.39,		1.775,		48988,		0,		0,		0,		8920,		0,		0,		0,		16,		0,		0,		0,		40934,		40329,		99.45
25.008972,		1.000208,		951,		318,		0,		0.00,		1002196034,		5.873,		11.24,		7.155,		0.0001702,		-9215,		-8853,		-9035,		11.04,		0,		0,		0,		0,		98.3,		1.855,		48988,		0,		0,		0,		8920,		0,		0,		0,		16,		0,		0,		0,		42632,		42007,		99.45
26.009418,		1.000123,		960,		320,		0,		0.00,		1011684483,		6.305,		8.271,		7.01,		4.336e-05,		-9573,		-9216,		-9395,		10.64,		0,		0,		0,		0,		102.2,		1.931,		48988,		0,		0,		0,		8920,		0,		0,		0,		16,		0,		0,		0,		44342,		43723,		99.71
27.009794,		1.000098,		963,		321,		0,		0.00,		1014907616,		6.527,		7.662,		7.073,		3.362e-05,		-9930,		-9574,		-9752,		10.56,		0,		0,		0,		0,		106.1,		1.995,		48988,		0,		0,		0,		8920,		0,		0,		0,		16,		0,		0,		0,		46050,		45442,		99.96
28.010197,		1.000094,		960,		319,		0,		0.00,		1011728544,		6.177,		7.588,		6.968,		4.449e-05,		-1.029e+04,		-9931,		-1.011e+04,		10.72,		0,		0,		0,		0,		110.1,		2.055,		48988,		0,		0,		0,		8920,		0,		0,		0,		16,		0,		0,		0,		47762,		47162,		99.71
29.010553,		1.000105,		963,		322,		0,		0.00,		1014928430,		6.436,		7.526,		7.018,		3.016e-05,		-1.064e+04,		-1.029e+04,		-1.047e+04,		10.52,		0,		0,		0,		0,		114,		2.139,		48988,		0,		0,		0,		8920,		0,		0,		0,		16,		0,		0,		0,		49443,		48879,		99.71
30.011068,		1.000113,		951,		317,		0,		0.00,		1002158697,		6.024,		11.71,		7.06,		0.0001862,		-1.101e+04,		-1.065e+04,		-1.083e+04,		11.15,		0,		0,		0,		0,		117.9,		2.195,		48988,		0,		0,		0,		8920,		0,		0,		0,		16,		0,		0,		0,		51129,		50555,		99.45
