Experiment id: 300fe868-193c-4e39-bdd2-6d29b38edd01
Performance Test Version: 2113db4
Logfile name: da0e8eca-ceb3-4689-a3a2-cf96399f1731.csv
Communication mean: RCLCPP_SINGLE_THREADED_EXECUTOR
RMW Implementation: rmw_fastrtps_cpp
DDS domain id: 0
QOS: Reliability: RELIABLE Durability: VOLATILE History kind: KEEP_LAST History depth: 100 Sync. pub/sub: 0
Publishing rate: 500
Topic name: PointCloud1m
Msg name: PointCloud1m
Maximum runtime (sec): 30
Number of publishers: 1
Number of subscribers: 3
Memory check enabled: 0
Use single participant: 0
With security: 0
Zero copy transfer: 0
Roundtrip Mode: NONE
Ignore seconds from beginning: 5

---EXPERIMENT-START---
T_experiment,	T_loop,	received,	sent,	lost,	relative_loss,	data_received,	latency_min (ms),	latency_max (ms),	latency_mean (ms),	latency_variance (ms),	pub_loop_res_min (ms),	pub_loop_res_max (ms),	pub_loop_res_mean (ms),	pub_loop_res_variance (ms),	sub_loop_res_min (ms),	sub_loop_res_max (ms),	sub_loop_res_mean (ms),	sub_loop_res_variance (ms),	ru_utime,	ru_stime,	ru_maxrss,	ru_ixrss,	ru_idrss,	ru_isrss,	ru_minflt,	ru_majflt,	ru_nswap,	ru_inblock,	ru_oublock,	ru_msgsnd,	ru_msgrcv,	ru_nsignals,	ru_nvcsw,	ru_nivcsw,	cpu_usage (%)
6.001058,		1.000119,		919,		308,		0,		0.00,		968921423,		5.128,		29.29,		8.736,		0.01528,		-2269,		-1887,		-2069,		11.61,		0,		0,		0,		0,		23.83,		0.5189,		48988,		0,		0,		0,		8920,		0,		0,		0,		8,		0,		0,		0,		10243,		9795,		3.726e-07
7.001490,		1.000103,		935,		309,		0,		0.00,		985435038,		6.36,		30.47,		7.92,		0.01141,		-2649,		-2271,		-2469,		11.52,		0,		0,		0,		0,		27.74,		0.5827,		48988,		0,		0,		0,		8920,		0,		0,		0,		8,		0,		0,		0,		11897,		11396,		99.71
8.001829,		1.000096,		948,		317,		0,		0.00,		999184960,		6.185,		7.75,		7.066,		5.668e-05,		-3014,		-2650,		-2832,		11.12,		0,		0,		0,		0,		31.68,		0.6465,		48988,		0,		0,		0,		8920,		0,		0,		0,		8,		0,		0,		0,		13604,		13104,		99.72
9.002192,		1.000092,		954,		318,		0,		0.00,		1005463326,		6.186,		8.066,		7.181,		5.718e-05,		-3377,		-3015,		-3196,		10.96,		0,		0,		0,		0,		35.6,		0.7185,		48988,		0,		0,		0,		8920,		0,		0,		0,		8,		0,		0,		0,		15321,		14807,		99.71
10.002600,		1.000140,		951,		317,		0,		0.00,		1002269852,		6.362,		7.779,		7.098,		4.354e-05,		-3741,		-3378,		-3560,		11.03,		0,		0,		0,		0,		39.52,		0.7863,		48988,		0,		0,		0,		8920,		0,		0,		0,		8,		0,		0,		0,		17027,		16507,		99.71
11.003060,		1.000117,		951,		317,		0,		0.00,		1002214687,		6.39,		8.262,		7.089,		6.157e-05,		-4106,		-3742,		-3923,		11.08,		0,		0,		0,		0,		43.44,		0.8544,		48988,		0,		0,		0,		8920,		0,		0,		0,		8,		0,		0,		0,		18738,		18196,		99.95
12.003466,		1.000118,		951,		317,		0,		0.00,		1002271271,		6.235,		7.895,		7.041,		3.781e-05,		-4470,		-4107,		-4289,		10.94,		0,		0,		0,		0,		47.36,		0.9268,		48988,		0,		0,		0,		8920,		0,		0,		0,		8,		0,		0,		0,		20445,		19903,		99.46
13.003879,		1.000133,		951,		317,		0,		0.00,		1002263067,		6.36,		7.729,		7.064,		4.549e-05,		-4834,		-4471,		-4653,		10.97,		0,		0,		0,		0,		51.27,		1.007,		48988,		0,		0,		0,		8920,		0,		0,		0,		8,		0,		0,		0,		22144,		21619,		99.71
14.004293,		1.000116,		948,		316,		0,		0.00,		999109695,		5.303,		8.263,		7.07,		7.717e-05,		-5200,		-4835,		-5017,		11.11,		0,		0,		0,		0,		55.2,		1.059,		48988,		0,		0,		0,		8920,		0,		0,		0,		8,		0,		0,		0,		23853,		23315,		99.71
15.004718,		1.000182,		951,		317,		0,		0.00,		1002251518,		6.253,		7.735,		7.02,		4.825e-05,		-5564,		-5202,		-5383,		11.04,		0,		0,		0,		0,		59.11,		1.139,		48988,		0,		0,		0,		8920,		0,		0,		0,		8,		0,		0,		0,		25547,		25022,		99.71
16.005232,		1.000201,		951,		317,		0,		0.00,		1002161157,		6.361,		8.048,		7.118,		5.847e-05,		-5929,		-5566,		-5747,		11.08,		0,		0,		0,		0,		63.02,		1.227,		48988,		0,		0,		0,		8920,		0,		0,		0,		8,		0,		0,		0,		27240,		26695,		99.7
17.005674,		1.000124,		951,		316,		0,		0.00,		1002232816,		6.446,		7.891,		7.09,		5.756e-05,		-6295,		-5930,		-6112,		11.17,		0,		0,		0,		0,		66.96,		1.286,		48988,		0,		0,		0,		8920,		0,		0,		0,		8,		0,		0,		0,		28944,		28392,		99.96
18.006025,		1.000097,		948,		317,		0,		0.00,		999172961,		6.162,		8.04,		7.018,		7.227e-05,		-6659,		-6296,		-6478,		10.94,		0,		0,		0,		0,		70.87,		1.362,		48988,		0,		0,		0,		8920,		0,		0,		0,		8,		0,		0,		0,		30669,		30103,		99.71
19.006472,		1.000093,		954,		317,		0,		0.00,		1005381537,		6.241,		7.89,		7.023,		4.722e-05,		-7024,		-6660,		-6842,		11.02,		0,		0,		0,		0,		74.81,		1.414,		48988,		0,		0,		0,		8920,		0,		0,		0,		16,		0,		0,		0,		32378,		31820,		99.71
20.006809,		1.000106,		948,		317,		0,		0.00,		999187928,		6.38,		7.555,		7.088,		3.506e-05,		-7389,		-7025,		-7208,		11.05,		0,		0,		0,		0,		78.74,		1.474,		48988,		0,		0,		0,		8920,		0,		0,		0,		16,		0,		0,		0,		34069,		33522,		99.72
