19.011446,		1.000203,		228,		76,		0,		0.00,		968928320,		26.96,		122.5,		60.05,		1.65,		-4034,		-3814,		-3928,		3.671,		0,		0,		0,		0,		75.02,		0.7596,		159848,		0,		0,		0,		37545,		0,		0,		0,		16,		0,		0,		0,		8641,		7061,		99.19
20.012177,		1.000143,		234,		77,		0,		0.00,		993903962,		26.38,		122.2,		56.46,		1.226,		-4257,		-4039,		-4152,		3.818,		0,		0,		0,		0,		78.95,		0.8038,		159848,		0,		0,		0,		37545,		0,		0,		0,		16,		0,		0,		0,		9103,		7433,		99.43
21.012636,		1.000144,		236,		78,		0,		0.00,		1002563010,		29.58,		87.32,		44.47,		0.3657,		-4469,		-4259,		-4365,		3.727,		0,		0,		0,		0,		82.89,		0.8397,		159848,		0,		0,		0,		37545,		0,		0,		0,		16,		0,		0,		0,		9574,		7820,		99.2
22.013100,		1.000129,		237,		78,		0,		0.00,		1006752333,		23.94,		53.81,		33.37,		0.03681,		-4677,		-4472,		-4577,		3.684,		0,		0,		0,		0,		86.82,		0.8757,		159848,		0,		0,		0,		37545,		0,		0,		0,		16,		0,		0,		0,		10022,		8159,		99.2
23.013859,		1.000142,		236,		79,		0,		0.00,		1002263709,		23.98,		33.17,		28.77,		0.007249,		-4879,		-4680,		-4779,		3.098,		0,		0,		0,		0,		90.76,		0.8958,		159848,		0,		0,		0,		37545,		0,		0,		0,		16,		0,		0,		0,		10486,		8538,		98.92
24.014351,		1.000125,		238,		79,		0,		0.00,		1010919567,		23.62,		32.88,		28.54,		0.008154,		-5079,		-4881,		-4981,		3.389,		0,		0,		0,		0,		94.7,		0.9198,		159848,		0,		0,		0,		37545,		0,		0,		0,		16,		0,		0,		0,		11014,		8902,		98.7
25.014793,		1.000129,		236,		79,		0,		0.00,		1002579679,		23.87,		37.14,		28.98,		0.009785,		-5284,		-5082,		-5184,		3.569,		0,		0,		0,		0,		98.63,		0.9398,		159848,		0,		0,		0,		37545,		0,		0,		0,		16,		0,		0,		0,		11511,		9236,		98.71
26.015207,		1.000138,		235,		78,		0,		0.00,		998414001,		23.69,		34,		28.96,		0.00868,		-5489,		-5287,		-5389,		3.509,		0,		0,		0,		0,		102.6,		0.952,		159848,		0,		0,		0,		37545,		0,		0,		0,		16,		0,		0,		0,		11996,		9548,		99.21
27.015654,		1.000157,		236,		79,		0,		0.00,		1002579466,		23.48,		32.71,		29.01,		0.008777,		-5695,		-5492,		-5593,		3.536,		0,		0,		0,		0,		106.5,		0.9682,		159848,		0,		0,		0,		37545,		0,		0,		0,		16,		0,		0,		0,		12454,		9821,		98.46
28.016075,		1.000126,		235,		78,		0,		0.00,		998404230,		23.57,		32.22,		28.85,		0.008724,		-5900,		-5698,		-5799,		3.517,		0,		0,		0,		0,		110.4,		0.9884,		159848,		0,		0,		0,		37545,		0,		0,		0,		16,		0,		0,		0,		12900,		10080,		98.46
29.016565,		1.000111,		237,		79,		0,		0.00,		1006725928,		23.63,		33.4,		29.16,		0.007311,		-6103,		-5904,		-6002,		3.343,		0,		0,		0,		0,		114.4,		1.008,		159848,		0,		0,		0,		37545,		0,		0,		0,		16,		0,		0,		0,		13367,		10391,		98.95
30.017021,		1.000154,		235,		79,		0,		0.00,		998370533,		23.71,		34.79,		28.97,		0.009101,		-6308,		-6106,		-6205,		3.474,		0,		0,		0,		0,		118.3,		1.044,		159848,		0,		0,		0,		37545,		0,		0,		0,		16,		0,		0,		0,		13812,		10692,		98.96
