Experiment id: 30fd93c3-905d-44b1-be18-d351ed4edcc0
Performance Test Version: 2113db4
Logfile name: 84b6f104-2c67-4cf6-9fa5-638c662099f6.csv
Communication mean: RCLCPP_SINGLE_THREADED_EXECUTOR
RMW Implementation: rmw_fastrtps_cpp
DDS domain id: 0
QOS: Reliability: RELIABLE Durability: VOLATILE History kind: KEEP_LAST History depth: 100 Sync. pub/sub: 0
Publishing rate: 100
Topic name: PointCloud4m
Msg name: PointCloud4m
Maximum runtime (sec): 30
Number of publishers: 1
Number of subscribers: 3
Memory check enabled: 0
Use single participant: 0
With security: 0
Zero copy transfer: 0
Roundtrip Mode: NONE
Ignore seconds from beginning: 5

---EXPERIMENT-START---
T_experiment,	T_loop,	received,	sent,	lost,	relative_loss,	data_received,	latency_min (ms),	latency_max (ms),	latency_mean (ms),	latency_variance (ms),	pub_loop_res_min (ms),	pub_loop_res_max (ms),	pub_loop_res_mean (ms),	pub_loop_res_variance (ms),	sub_loop_res_min (ms),	sub_loop_res_max (ms),	sub_loop_res_mean (ms),	sub_loop_res_variance (ms),	ru_utime,	ru_stime,	ru_maxrss,	ru_ixrss,	ru_idrss,	ru_isrss,	ru_minflt,	ru_majflt,	ru_nswap,	ru_inblock,	ru_oublock,	ru_msgsnd,	ru_msgrcv,	ru_nsignals,	ru_nvcsw,	ru_nivcsw,	cpu_usage (%)
6.001163,		1.000198,		234,		78,		0,		0.00,		994429584,		23.55,		35.01,		28.94,		0.00884,		-1237,		-1034,		-1135,		3.483,		0,		0,		0,		0,		23.81,		0.3721,		135296,		0,		0,		0,		31409,		0,		0,		0,		8,		0,		0,		0,		3011,		2369,		3.701e-07
7.001764,		1.000170,		237,		79,		0,		0.00,		1006613862,		23.72,		31.71,		28.74,		0.007732,		-1439,		-1240,		-1340,		3.382,		0,		0,		0,		0,		27.73,		0.4039,		135296,		0,		0,		0,		31409,		0,		0,		0,		8,		0,		0,		0,		3476,		2708,		98.7
8.002270,		1.000122,		235,		78,		0,		0.00,		998321764,		23.68,		33.48,		28.8,		0.007869,		-1646,		-1442,		-1542,		3.5,		0,		0,		0,		0,		31.66,		0.4399,		135296,		0,		0,		0,		31409,		0,		0,		0,		8,		0,		0,		0,		3951,		3059,		99.2
9.002690,		1.000115,		236,		79,		0,		0.00,		1002601781,		23.81,		32.37,		28.81,		0.008258,		-1850,		-1648,		-1749,		3.45,		0,		0,		0,		0,		35.57,		0.4839,		135296,		0,		0,		0,		31409,		0,		0,		0,		8,		0,		0,		0,		4417,		3383,		98.71
10.003155,		1.000144,		233,		78,		0,		0.00,		989974026,		23.87,		34.84,		29.03,		0.0085,		-2063,		-1852,		-1959,		3.558,		0,		0,		0,		0,		39.51,		0.4997,		135296,		0,		0,		0,		31409,		0,		0,		0,		8,		0,		0,		0,		4874,		3744,		98.95
11.003671,		1.000175,		232,		77,		0,		0.00,		985727811,		23.14,		37.65,		29.52,		0.01039,		-2283,		-2066,		-2178,		3.907,		0,		0,		0,		0,		43.46,		0.5199,		135296,		0,		0,		0,		31409,		0,		0,		0,		8,		0,		0,		0,		5321,		4120,		98.95
12.004402,		1.000324,		228,		76,		0,		0.00,		968742349,		23.9,		41.05,		29.64,		0.01527,		-2510,		-2285,		-2404,		4.382,		0,		0,		0,		0,		47.4,		0.536,		135296,		0,		0,		0,		31409,		0,		0,		0,		8,		0,		0,		0,		5753,		4546,		99.18
13.005215,		1.000193,		232,		78,		0,		0.00,		985435199,		24.62,		54.17,		31.56,		0.033,		-2721,		-2514,		-2624,		3.56,		0,		0,		0,		0,		51.35,		0.5679,		135296,		0,		0,		0,		31409,		0,		0,		0,		8,		0,		0,		0,		6147,		4909,		99.17
14.005743,		1.000189,		232,		77,		0,		0.00,		985715783,		27.17,		72.99,		41.41,		0.2232,		-2940,		-2724,		-2825,		3.691,		0,		0,		0,		0,		55.29,		0.6039,		143480,		0,		0,		0,		33454,		0,		0,		0,		8,		0,		0,		0,		6559,		5243,		99.45
15.006120,		1.000100,		228,		77,		0,		0.00,		969083982,		26.94,		87.42,		45.54,		0.4562,		-3167,		-2945,		-3052,		3.615,		0,		0,		0,		0,		59.25,		0.6237,		143480,		0,		0,		0,		33454,		0,		0,		0,		8,		0,		0,		0,		6950,		5596,		99.71
16.006510,		1.000129,		232,		78,		0,		0.00,		985851905,		25.43,		108.2,		51.37,		0.9301,		-3377,		-3169,		-3270,		3.524,		0,		0,		0,		0,		63.19,		0.6598,		151664,		0,		0,		0,		35499,		0,		0,		0,		8,		0,		0,		0,		7350,		5963,		99.21
17.006920,		1.000086,		231,		76,		0,		0.00,		981638080,		26.93,		111.8,		56.59,		1.309,		-3599,		-3381,		-3490,		3.783,		0,		0,		0,		0,		67.13,		0.6959,		155888,		0,		0,		0,		36522,		0,		0,		0,		8,		0,		0,		0,		7801,		6329,		99.21
18.010906,		1.000123,		233,		79,		0,		0.00,		986500206,		26.95,		122.5,		58.33,		1.587,		-3811,		-3602,		-3704,		3.495,		0,		0,		0,		0,		71.09,		0.7198,		159848,		0,		0,		0,		37545,		0,		0,		0,		8,		0,		0,		0,		8232,		6697,		99.35
