Experiment id: 9cc16c6c-a7a8-482c-b430-d4fa4f480e08
Performance Test Version: 2113db4
Logfile name: pub_node_rmw_cyclonedds_cpp_3.csv
Communication mean: RCLCPP_SINGLE_THREADED_EXECUTOR
RMW Implementation: rmw_cyclonedds_cpp
DDS domain id: 0
QOS: Reliability: RELIABLE Durability: TRANSIENT_LOCAL History kind: KEEP_LAST History depth: 100 Sync. pub/sub: 0
Publishing rate: 500
Topic name: Struct16
Msg name: Struct16
Maximum runtime (sec): 35
Number of publishers: 1
Number of subscribers: 0
Memory check enabled: 0
Use single participant: 0
With security: 0
Zero copy transfer: 0
Roundtrip Mode: NONE
Ignore seconds from beginning: 5

---EXPERIMENT-START---
T_experiment,	T_loop,	received,	sent,	lost,	relative_loss,	data_received,	latency_min (ms),	latency_max (ms),	latency_mean (ms),	latency_variance (ms),	pub_loop_res_min (ms),	pub_loop_res_max (ms),	pub_loop_res_mean (ms),	pub_loop_res_variance (ms),	sub_loop_res_min (ms),	sub_loop_res_max (ms),	sub_loop_res_mean (ms),	sub_loop_res_variance (ms),	ru_utime,	ru_stime,	ru_maxrss,	ru_ixrss,	ru_idrss,	ru_isrss,	ru_minflt,	ru_majflt,	ru_nswap,	ru_inblock,	ru_oublock,	ru_msgsnd,	ru_msgrcv,	ru_nsignals,	ru_nvcsw,	ru_nivcsw,	cpu_usage (%)
6.000456,		1.000057,		0,		499,		0,		0.00,		0,		inf,		-inf,		0,		0,		1.898,		1.934,		1.927,		7.587e-09,		inf,		-inf,		0,		0,		0.06229,		0,		13624,		0,		0,		0,		970,		0,		0,		0,		8,		0,		0,		0,		4877,		1,		-0.02475
7.000582,		1.000057,		0,		499,		0,		0.00,		0,		inf,		-inf,		0,		0,		1.918,		1.929,		1.926,		2.822e-09,		inf,		-inf,		0,		0,		0.07715,		0,		13624,		0,		0,		0,		970,		0,		0,		0,		8,		0,		0,		0,		5890,		1,		0.08332
8.000677,		1.000057,		0,		499,		0,		0.00,		0,		inf,		-inf,		0,		0,		1.894,		1.929,		1.926,		5.148e-09,		inf,		-inf,		0,		0,		0.09198,		0,		13624,		0,		0,		0,		970,		0,		0,		0,		8,		0,		0,		0,		6904,		1,		0.1667
9.000773,		1.000058,		0,		499,		0,		0.00,		0,		inf,		-inf,		0,		0,		1.889,		1.967,		1.931,		1.563e-08,		inf,		-inf,		0,		0,		0.1054,		0,		13624,		0,		0,		0,		970,		0,		0,		0,		8,		0,		0,		0,		7918,		1,		0.08333
10.000885,		1.000058,		0,		499,		0,		0.00,		0,		inf,		-inf,		0,		0,		1.922,		1.933,		1.931,		2.758e-09,		inf,		-inf,		0,		0,		0.1185,		0,		13624,		0,		0,		0,		970,		0,		0,		0,		8,		0,		0,		0,		8929,		1,		0.08332
11.001002,		1.000079,		0,		499,		0,		0.00,		0,		inf,		-inf,		0,		0,		1.879,		1.933,		1.931,		9.725e-09,		inf,		-inf,		0,		0,		0.1313,		0,		13624,		0,		0,		0,		970,		0,		0,		0,		8,		0,		0,		0,		9940,		1,		0.1666
12.001147,		1.000108,		0,		499,		0,		0.00,		0,		inf,		-inf,		0,		0,		1.901,		1.933,		1.929,		1.064e-08,		inf,		-inf,		0,		0,		0.1453,		0,		13624,		0,		0,		0,		970,		0,		0,		0,		8,		0,		0,		0,		10966,		1,		0.08332
13.001242,		1.000058,		0,		499,		0,		0.00,		0,		inf,		-inf,		0,		0,		1.904,		1.934,		1.926,		5.132e-09,		inf,		-inf,		0,		0,		0.1599,		0,		13624,		0,		0,		0,		970,		0,		0,		0,		8,		0,		0,		0,		11977,		1,		0.08333
14.001336,		1.000058,		0,		499,		0,		0.00,		0,		inf,		-inf,		0,		0,		1.916,		1.929,		1.926,		2.993e-09,		inf,		-inf,		0,		0,		0.1746,		0,		13624,		0,		0,		0,		970,		0,		0,		0,		8,		0,		0,		0,		12991,		1,		0.1667
15.001429,		1.000057,		0,		499,		0,		0.00,		0,		inf,		-inf,		0,		0,		1.894,		1.929,		1.927,		5.103e-09,		inf,		-inf,		0,		0,		0.1891,		0,		13624,		0,		0,		0,		970,		0,		0,		0,		8,		0,		0,		0,		14002,		1,		0.08333
